1.1630236924735222e-6	3.684361127519647e-19
1.569436844409058e-6	1.4136732932797384e-18
2.1263657855386867e-6	3.9026818773142984e-19
2.849250008189385e-6	2.729198537105743e-18
3.8569185815672984e-6	2.0433100948324564e-18
5.205977501520808e-6	1.9033343399244848e-18
7.026096307553465e-6	7.860051602051299e-18
9.230876578390301e-6	3.333218093028937e-18
0.000012664343524925602	1.5494638946429012e-18
0.000017192231985361836	9.052770754374251e-18
0.0000232287832361907	1.1193753960905183e-17
0.00003133072088948782	1.8549773627251335e-18
0.00004143799779002327	3.190738827343424e-19
0.000057067716375331174	0.
0.000077000490861134	0.
0.00010389544158137315	0.
0.00012855820907756618	6.03193614708665e-20
0.0001891483218006352	0.
0.0002571164181551324	1.8160454448925814e-18
0.0003856746272326987	3.0040316585891863e-19
