5.994545445957473e-9	4.574565923845649e-22
1.1989090891914946e-8	7.520220580984504e-22
1.798363633787242e-8	1.2210162176566079e-21
2.3978181783829893e-8	1.3036089518014018e-21
2.997272722978737e-8	1.1997329587471206e-21
3.596727267574484e-8	1.0226696788878435e-21
4.196181812170231e-8	8.318352200220897e-22
4.7956363567659785e-8	6.555526098107571e-22
5.395090901361726e-8	5.04993875638857e-22
5.994545445957474e-8	3.823840233226537e-22
6.593999990553221e-8	2.8567996630449514e-22
7.193454535148968e-8	2.1114247020075905e-22
7.792909079744715e-8	1.5467758128623773e-22
8.392363624340463e-8	1.124780816534403e-22
8.99181816893621e-8	8.12803638025196e-23
5.373850326584706e-9	1.9060940761454998e-21
1.0747700653169411e-8	1.4762379960598925e-21
1.6121550979754115e-8	3.3804017100969718e-21
2.1495401306338823e-8	4.4263837012537666e-21
2.686925163292353e-8	4.860883426028971e-21
3.224310195950823e-8	4.895606159731687e-21
3.761695228609294e-8	4.683038405158973e-21
4.2990802612677646e-8	4.329175328740502e-21
4.836465293926235e-8	3.905835295798982e-21
5.373850326584706e-8	3.4603104843116146e-21
5.911235359243176e-8	3.0225767889183616e-21
6.448620391901646e-8	2.6105737097673614e-21
6.986005424560118e-8	2.2340225021602628e-21
7.523390457218588e-8	1.897157953990047e-21
8.060775489877059e-8	1.6006617425735372e-21
8.598160522535529e-8	1.3430139775805066e-21
9.135545555193999e-8	1.1214240778329196e-21
9.67293058785247e-8	9.32459951334344e-22
1.021031562051094e-7	7.7246274862468015e-22
1.0747700653169412e-7	6.378108184023153e-22
1.1285085685827882e-7	5.250789656680619e-22
1.1822470718486352e-7	4.311261820127589e-22
1.2359855751144824e-7	3.5313552563685318e-22
3.50150817060435e-8	9.884218630332031e-23
7.0030163412087e-8	3.7464727510524612e-22
1.0504524511813051e-7	3.8189446890132054e-22
1.40060326824174e-7	2.784055780113847e-22
1.750754085302175e-7	1.7816299887073375e-22
2.1009049023626102e-7	1.0633002235911869e-22
2.451055719423045e-7	6.075651956782913e-23
8.782926486624351e-8	1.2815864383809236e-20
1.7565852973248702e-7	2.340197254397088e-20
2.634877945987305e-7	3.6094041115261643e-20
3.5131705946497405e-7	3.714256298858288e-20
4.391463243312176e-7	3.3046186509373176e-20
5.26975589197461e-7	2.726258421753366e-20
6.148048540637046e-7	2.1473127491507045e-20
7.026341189299481e-7	1.6391575879721925e-20
7.904633837961916e-7	1.2233013462827308e-20
8.782926486624352e-7	8.974974736709467e-21
9.661219135286787e-7	6.497337628006457e-21
1.053951178394922e-6	4.653496204720891e-21
1.1417804432611656e-6	3.3036847370899286e-21
1.2296097081274091e-6	2.3282058666870105e-21
8.232529518524001e-6	2.6220765371540557e-19
0.00001046137402206242	3.4853719699507393e-19
3.2090951041628275e-9	3.292556584228536e-22
6.418190208325655e-9	2.153595617638424e-22
9.627285312488482e-9	5.3074186460006e-22
1.283638041665131e-8	7.2087263284971035e-22
1.6045475520814137e-8	8.148777916237775e-22
1.9254570624976965e-8	8.425306900555631e-22
2.2463665729139792e-8	8.263586181595357e-22
2.567276083330262e-8	7.827328134635285e-22
2.8881855937465447e-8	7.2328957941702725e-22
3.2090951041628275e-8	6.5612686122071715e-22
3.53000461457911e-8	5.867394634896413e-22
3.850914124995393e-8	5.187311906870494e-22
4.171823635411676e-8	4.543498093812162e-22
4.4927331458279585e-8	3.9488505438084407e-22
4.813642656244241e-8	3.409622051150757e-22
5.134552166660524e-8	2.927567276739993e-22
5.455461677076807e-8	2.5014966355863187e-22
5.7763711874930895e-8	2.128388204347184e-22
6.097280697909372e-8	1.804172077592194e-22
6.418190208325655e-8	1.524273684009957e-22
6.739099718741938e-8	1.2839811450444458e-22
7.06000922915822e-8	1.0786853938418609e-22
7.380918739574503e-8	9.040293287375383e-23
7.701828249990786e-8	7.559928511245226e-23
8.022737760407069e-8	6.309335282874221e-23
1.0435878164205762e-8	1.7405630998929542e-23
2.0871756328411523e-8	1.0537265381661495e-21
3.130763449261728e-8	8.712170433489495e-23
3.19826212182861e-8	1.7858274429776925e-22
6.39652424365722e-8	5.378656604788574e-22
9.59478636548583e-8	6.330299314992078e-22
1.279304848731444e-7	5.2414199955551455e-22
1.5991310609143048e-7	3.795356660391177e-22
1.918957273097166e-7	2.5593393787104513e-22
2.238783485280027e-7	1.6511799612543951e-22
2.558609697462888e-7	1.0336343727391993e-22
5.936614456298945e-9	1.1982671845095332e-21
1.187322891259789e-8	9.47490273756152e-22
1.7809843368896836e-8	2.1498944084757636e-21
2.374645782519578e-8	2.802112730243169e-21
2.9683072281494722e-8	3.0656997335341452e-21
3.561968673779367e-8	3.0770607792938774e-21
4.1556301194092615e-8	2.93383971965624e-21
4.749291565039156e-8	2.7035084941109383e-21
5.34295301066905e-8	2.4314842708665445e-21
5.9366144562989445e-8	2.1474412934807126e-21
6.53027590192884e-8	1.870000373928043e-21
7.123937347558734e-8	1.6101457332418283e-21
7.717598793188628e-8	1.3736834023128627e-21
8.311260238818523e-8	1.16299084147514e-21
8.904921684448417e-8	9.78248153108206e-22
9.498583130078312e-8	8.182933710878447e-22
1.0092244575708207e-7	6.812073292348601e-22
1.06859060213381e-7	5.647056336792089e-22
1.1279567466967995e-7	4.663943379717452e-22
1.1873228912597889e-7	3.8393038469993856e-22
1.2466890358227785e-7	3.1511641139014145e-22
1.306055180385768e-7	2.5795109935063475e-22
1.3654213249487573e-7	2.1065009331939403e-22
1.0291862398070285e-8	4.468734056107408e-22
2.058372479614057e-8	2.739073166243381e-22
3.087558719421085e-8	1.8777070930452664e-22
4.116744959228114e-8	2.646891877250608e-22
5.1459311990351426e-8	3.9867096613200202e-22
6.17511743884217e-8	5.324801635765842e-22
7.2043036786492e-8	6.549623233090684e-22
8.233489918456228e-8	7.63989200200107e-22
9.262676158263256e-8	8.595857993333521e-22
1.0291862398070285e-7	9.42428907687228e-22
1.1321048637877313e-7	1.0134063875444854e-21
1.235023487768434e-7	1.0734591923090194e-21
1.337942111749137e-7	1.1235172734184491e-21
1.44086073572984e-7	1.1644719389106904e-21
1.5437793597105428e-7	1.1971640491168574e-21
1.6466979836912456e-7	1.2223796704469086e-21
1.7496166076719484e-7	1.2408494378871606e-21
1.8525352316526512e-7	1.2532498169952556e-21
1.9554538556333542e-7	1.2602053389030862e-21
2.058372479614057e-7	1.2622913114149684e-21
2.1612911035947598e-7	1.2600367303440644e-21
2.2642097275754626e-7	1.2539272344180412e-21
2.3671283515561654e-7	1.2444080138711564e-21
2.470046975536868e-7	1.2318866215170983e-21
2.572965599517571e-7	1.2167356580853914e-21
2.675884223498274e-7	1.1992953174721136e-21
2.778802847478977e-7	1.1798757861875936e-21
2.88172147145968e-7	1.1587594965082354e-21
2.984640095440383e-7	1.1362032361259605e-21
3.0875587194210855e-7	1.11244011908309e-21
3.1904773434017883e-7	1.0876814239083061e-21
