3.742709474265828e-8	9.199756036484955e-22
4.619249001364192e-8	1.4339255838680367e-21
3.283474857983289e-6	1.7434776363828133e-20
6.00228932432538e-8	1.6632086733566653e-21
3.034957460731601e-8	1.8050372757903982e-21
1.0950966819695636e-7	4.4304152552655316e-21
1.454046857779101e-7	2.6740263025220495e-21
8.304246189463849e-8	3.015004579560901e-21
2.1835823624593476e-7	9.247930706945994e-21
5.693724761016125e-8	5.9658727279770554e-21
3.5891434375142336e-8	1.970608413139747e-21
2.17468295079992e-8	7.982035212518501e-22
1.6458077770591495e-7	5.911929742080118e-21
1.2919655008485558e-6	3.941731929654992e-20
8.104315721137006e-6	1.4996934061852863e-19
4.547681331551242e-8	1.2957628552317272e-20
2.0783550177555197e-7	1.6750055111659023e-20
