3.742709474265828e-8	1.6796379682423768e-21
4.619249001364192e-8	2.6179779602276324e-21
3.283474857983289e-6	3.1831400998421894e-20
6.00228932432538e-8	3.0365896941189574e-21
3.034957460731601e-8	3.2955321102935833e-21
1.0950966819695636e-7	8.088794581413136e-21
1.454046857779101e-7	4.882081750844868e-21
8.304246189463849e-8	5.50462006402295e-21
2.1835823624593476e-7	1.6884334194796734e-20
5.693724761016125e-8	1.0892143561059717e-20
3.5891434375142336e-8	3.597822266286998e-21
2.17468295079992e-8	1.4573135802323088e-21
1.6458077770591495e-7	1.0793657593743265e-20
1.2919655008485558e-6	7.196584978368021e-20
8.104315721137006e-6	2.738053026364797e-19
4.547681331551242e-8	2.3657284832923933e-20
2.0783550177555197e-7	3.0581276747034536e-20
