1.1640535676077747e-6	3.6366739673870793e-19
1.568918503683366e-6	1.1925224256346161e-18
2.128813644967321e-6	3.874390759276063e-19
2.855379312162669e-6	2.7099544232836484e-18
3.855688506653943e-6	2.048414934132328e-18
5.207902211693815e-6	1.8935093646184178e-18
7.010576395353035e-6	7.851420001442176e-18
9.218176122488381e-6	3.27745095989025e-18
0.000012666850805968355	1.5556891984011097e-18
0.000017242776841006113	8.904551712750242e-18
0.0000232005257288673	1.1168312407956029e-17
0.00003131279076807102	1.839781180519402e-18
0.00004131282563600745	2.8315265808033643e-19
0.000057067716375331174	0.
0.000077000490861134	0.
0.00010389544158137315	0.
0.00012855820907756618	6.03193614708665e-20
0.0002571164181551324	1.8160454448925814e-18
0.0003856746272326987	3.0040316585891863e-19
