pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
K2-50,b,Transit,8.75290000,0.070500,,,,0.61,2016-07-18,
HD 37605,c,Radial Velocity,2720.00000000,3.814000,0.013000,3.36600,42.88,1.00,2014-05-14,23.32
HD 37605,b,Radial Velocity,55.01307000,0.283100,0.676700,2.80200,42.88,1.00,2015-02-05,23.32
HAT-P-42,b,Transit,4.64187800,0.057500,0.000000,1.04400,447.00,1.18,2014-05-14,
K2-215,b,Transit,8.26964800,,,,,1.00,2018-02-15,
CoRoT-9,b,Transit,95.27265600,0.402100,0.133000,0.84000,460.00,0.96,2017-12-14,
CoRoT-22,b,Transit,9.75598000,0.092000,0.077000,0.03800,592.00,1.10,2014-08-21,
K2-216,b,Transit,2.17478900,,,,,0.70,2018-02-15,
K2-17,b,Transit,17.96753000,0.119000,,,,0.71,2015-07-16,
WASP-2,b,Transit,2.15222600,0.031380,,0.91500,166.00,0.89,2014-10-29,6.03
GJ 179,b,Radial Velocity,2288.00000000,2.410000,0.210000,0.82000,12.12,0.36,2014-05-14,82.52
CoRoT-29,b,Transit,2.85057000,0.038600,0.082000,0.85000,765.00,0.97,2015-04-16,
K2-217,b,Transit,14.07452400,,,,,1.10,2018-02-15,
CoRoT-25,b,Transit,4.86069000,0.057800,0.000000,0.27000,1000.00,1.09,2014-05-14,
WASP-85 A,b,Transit,2.65567770,0.039000,0.000000,1.26500,,1.09,2016-07-07,
CoRoT-6,b,Transit,8.88659300,0.085500,0.100000,2.96000,,1.05,2014-05-14,
HD 42618,b,Radial Velocity,149.61000000,0.554000,0.190000,0.04531,23.50,1.01,2016-10-27,
K2-218,b,Transit,8.67988500,,,,,1.05,2018-02-15,
K2-113,b,Transit,5.81760800,0.055800,0.000000,1.29000,,1.01,2017-07-27,
HD 171028,b,Radial Velocity,550.00000000,1.320000,0.590000,1.98000,90.00,0.99,2014-07-02,
CoRoT-26,b,Transit,4.20474000,0.052600,0.000000,0.52000,1670.00,1.09,2014-05-14,
WASP-90,b,Transit,3.91624300,0.056200,0.000000,0.63000,340.00,1.55,2016-01-21,
WASP-103,b,Transit,0.92554200,0.019850,,1.49000,470.00,1.22,2014-05-14,
K2-149,b,Transit,11.33200000,0.083000,,,118.00,0.59,2018-02-01,
HD 34445,f,Radial Velocity,676.80000000,1.543000,0.031000,0.11900,45.01,1.07,2017-10-26,22.22
HD 34445,b,Radial Velocity,1056.70000000,2.075000,0.014000,0.62900,45.01,1.07,2017-10-26,22.22
HD 34445,e,Radial Velocity,49.17500000,0.268700,0.090000,0.05290,45.01,1.07,2017-10-26,22.22
HD 34445,d,Radial Velocity,117.87000000,0.481700,0.027000,0.09700,45.01,1.07,2017-10-26,22.22
HD 34445,c,Radial Velocity,214.67000000,0.718100,0.036000,0.16800,45.01,1.07,2017-10-26,22.22
HD 34445,g,Radial Velocity,5700.00000000,6.360000,0.032000,0.38000,45.01,1.07,2017-10-26,22.22
WASP-104,b,Transit,1.75541370,0.029180,0.000000,1.27200,143.00,1.08,2014-09-25,
K2-18,c,Radial Velocity,8.96200000,0.060000,0.470000,0.02363,34.00,0.36,2017-12-21,
K2-18,b,Transit,32.93963000,0.143000,0.430000,0.02504,34.00,0.36,2017-12-21,
KELT-19 A,b,Transit,4.61170930,0.063700,,4.07000,292.00,1.62,2018-01-11,3.42
HD 4313,b,Radial Velocity,356.00000000,1.190000,0.041000,2.30000,131.41,1.72,2014-05-14,7.61
HD 183263,c,Radial Velocity,3070.00000000,4.350000,0.239000,3.57000,52.83,1.17,2014-07-23,18.93
HD 183263,b,Radial Velocity,626.50000000,1.510000,0.356700,3.67000,52.83,1.17,2014-07-23,18.93
xi Aql,b,Radial Velocity,136.75000000,0.680000,0.000000,2.80000,62.66,2.20,2014-05-14,15.96
WASP-65,b,Transit,2.31142430,0.033400,0.000000,1.55000,310.00,0.93,2014-05-14,
HD 220773,b,Radial Velocity,3724.70000000,4.940000,0.510000,1.45000,49.00,1.16,2014-05-14,20.60
WASP-52,b,Transit,1.74977980,0.027200,0.000000,0.46000,140.00,0.87,2014-05-14,
K2-219,d,Transit,11.13727800,,,,,1.02,2018-02-15,
K2-219,c,Transit,6.66767000,,,,,1.02,2018-02-15,
K2-219,b,Transit,3.90128700,,,,,1.02,2018-02-15,
K2-150,b,Transit,10.59357000,0.072700,,,110.00,0.46,2018-02-01,
bet Cnc,b,Radial Velocity,605.20000000,1.700000,0.080000,7.80000,89.05,1.70,2014-05-14,11.23
CoRoTID 223977153,b,Transit,6.71837000,0.071000,,0.15000,,1.08,2017-09-15,
GJ 504,b,Imaging,,43.500000,,4.00000,17.95,1.22,2014-05-14,55.71
K2-151,b,Transit,3.83559200,0.036500,,,62.70,0.44,2018-02-01,
K2-220,b,Transit,13.68251100,,,,,0.96,2018-02-15,
HD 128311,b,Radial Velocity,453.01900000,1.084000,0.303000,1.76900,16.52,0.83,2015-06-25,60.53
HD 128311,c,Radial Velocity,921.53800000,1.740000,0.159000,3.78900,16.52,0.83,2015-06-25,60.53
WASP-38,b,Transit,6.87181500,0.075220,0.031400,2.69100,110.00,1.20,2014-05-14,
HD 106252,b,Radial Velocity,1531.00000000,2.611000,0.482000,6.92000,37.40,1.01,2014-05-14,
HIP 41378,e,Transit,131.00000000,,,,116.14,1.15,2016-07-07,8.61
HIP 41378,b,Transit,15.57120000,,,,116.14,1.15,2016-07-07,8.61
HIP 41378,c,Transit,31.69780000,,,,116.14,1.15,2016-07-07,8.61
HIP 41378,d,Transit,156.00000000,,,,116.14,1.15,2016-07-07,8.61
HIP 41378,f,Transit,324.00000000,,,,116.14,1.15,2016-07-07,8.61
K2-221,b,Transit,2.39909400,,,,,1.01,2018-02-15,
HAT-P-43,b,Transit,3.33268700,0.044300,0.000000,0.66200,542.00,1.05,2014-05-14,
CFBDSIR J145829+101343,b,Imaging,10037.50000000,2.600000,,10.50000,23.10,0.02,2014-05-14,43.30
K2-180,b,Transit,8.86593200,,,,,0.73,2018-02-15,
WASP-114,b,Transit,1.54877430,0.028510,0.012000,1.76900,460.00,1.29,2016-07-18,
K2-117,c,Transit,5.44482000,0.051000,0.150000,,100.00,0.58,2017-10-05,
K2-117,b,Transit,1.29150500,0.019000,0.060000,,100.00,0.58,2017-10-05,
HAT-P-57,b,Transit,2.46529500,0.040600,0.000000,1.85000,303.00,1.47,2015-11-05,
MASCARA-1,b,Transit,2.14878000,0.043000,0.000000,3.70000,188.70,1.72,2017-11-02,5.30
EPIC 220674823,c,Transit,13.33870000,0.107100,,0.01793,,0.92,2017-12-14,
EPIC 220674823,b,Transit,0.57133600,0.013120,,0.02832,,0.92,2017-12-14,
18 Del,b,Radial Velocity,993.30000000,2.600000,0.080000,10.30000,73.10,2.30,2014-05-14,13.68
K2-97,b,Transit,8.40610000,,,1.10000,,1.16,2016-09-29,
K2-181,b,Transit,6.89425200,,,,,1.04,2018-02-15,
HD 45652,b,Radial Velocity,43.60000000,0.230000,0.380000,0.47000,36.14,0.83,2015-03-26,27.67
K2-182,b,Transit,4.73688400,,,,,0.85,2018-02-15,
GJ 3998,b,Radial Velocity,2.64977000,0.029000,0.000000,0.00777,17.79,0.50,2016-07-28,56.20
GJ 3998,c,Radial Velocity,13.74000000,0.089000,0.049000,0.01970,17.79,0.50,2016-07-28,56.20
HD 196885,b,Radial Velocity,1333.00000000,2.370000,0.480000,2.58000,32.99,1.28,2014-08-21,30.31
K2-98,b,Transit,10.13675000,0.094300,0.000000,0.10131,,1.07,2016-09-29,
NGC 2682 YBP 401,b,Radial Velocity,4.08700000,,0.150000,0.46000,,1.14,2016-07-07,
NGC 2682 Sand 364,b,Radial Velocity,121.71000000,,0.350000,1.54000,,1.35,2014-05-14,
HD 170469,b,Radial Velocity,1145.00000000,2.100000,0.110000,0.67000,64.98,1.14,2014-07-02,15.39
K2-222,b,Transit,15.38882500,,,,,0.95,2018-02-15,
NGC 2682 Sand 978,b,Radial Velocity,511.21000000,,0.160000,2.18000,628.93,1.37,2017-03-30,1.59
NGC 2682 YBP 1194,b,Radial Velocity,6.95900000,,0.300000,0.32000,,1.01,2016-07-07,
NGC 2682 YBP 1514,b,Radial Velocity,5.11800000,,0.280000,0.40000,,0.96,2016-07-07,
K2-114,b,Transit,11.39109000,0.093090,0.000000,1.85000,,0.83,2017-09-15,
HD 152581,b,Radial Velocity,689.00000000,1.480000,0.074000,1.50000,182.82,0.93,2014-05-14,5.47
HAT-P-65,b,Transit,2.60545520,0.039510,0.304000,0.52700,841.00,1.21,2016-09-15,
HAT-P-50,b,Transit,3.12201090,0.045300,0.115000,1.35000,497.00,1.27,2015-11-19,
K2-115,b,Transit,20.27303400,0.136700,0.137000,0.84000,,0.83,2017-09-28,
HD 31253,b,Radial Velocity,466.00000000,1.260000,0.300000,0.50000,53.82,1.23,2014-05-14,18.58
Ross 458,c,Imaging,,1168.000000,,6.28536,11.43,,2014-05-14,87.50
K2-77,b,Transit,8.19979600,,0.140000,1.90000,,0.80,2016-09-29,
HD 89307,b,Radial Velocity,2157.00000000,3.270000,0.241000,1.78000,30.88,1.03,2015-04-24,32.38
PSR B1257+12,b,Pulsar Timing,25.26200000,0.190000,0.000000,0.00006,600.00,,2015-04-30,
PSR B1257+12,d,Pulsar Timing,98.21140000,0.460000,,0.01227,600.00,,2015-04-30,
PSR B1257+12,c,Pulsar Timing,66.54190000,0.360000,0.018600,0.01353,600.00,,2015-04-30,
NN Ser,c,Eclipse Timing Variations,5573.55000000,5.350000,0.080000,7.33000,500.00,0.54,2014-05-14,
NN Ser,d,Eclipse Timing Variations,2883.50000000,3.430000,0.190000,2.30000,500.00,0.54,2014-05-14,
HD 73534,b,Radial Velocity,1770.00000000,3.067000,0.074000,1.10300,81.00,1.23,2015-03-26,
HD 75784,b,Radial Velocity,341.70000000,1.073000,0.130000,1.15000,68.70,1.41,2014-12-03,
HD 145934,b,Radial Velocity,2730.00000000,4.600000,0.053000,2.28000,,1.75,2015-01-08,
K2-105,b,Transit,8.26690200,0.081000,,0.09439,,1.01,2017-01-12,
K2-79,b,Transit,10.99573000,0.098700,,,,1.06,2016-07-18,
K2-80,c,Transit,5.60500000,0.059600,,,,0.90,2016-07-18,
K2-80,d,Transit,28.86725300,,,,,0.90,2018-02-15,
K2-80,b,Transit,19.09180000,0.135000,,,,0.90,2016-07-18,
KELT-17,b,Transit,3.08017160,0.048810,,1.31000,210.00,1.64,2016-09-08,
70 Vir,b,Radial Velocity,116.69260000,0.481000,0.399000,7.40000,18.11,1.09,2015-04-24,55.22
K2-183,b,Transit,0.46926900,,,,,0.94,2018-02-15,
K2-183,c,Transit,10.79347100,,,,,0.94,2018-02-15,
K2-183,d,Transit,22.62949600,,,,,0.94,2018-02-15,
HD 1502,b,Radial Velocity,431.80000000,1.310000,0.101000,3.10000,167.50,1.61,2014-05-14,5.97
HD 102272,b,Radial Velocity,127.58000000,0.614000,0.050000,5.90000,164.20,1.90,2014-05-14,2.76
HAT-P-24,b,Transit,3.35524000,0.046500,0.067000,0.68500,396.00,1.19,2014-05-14,
K2-184,b,Transit,16.99343500,,,,,0.82,2018-02-15,
K2-81,b,Transit,6.10232500,0.059000,0.060000,,,0.75,2017-10-26,
BD+15 2375,b,Radial Velocity,153.22000000,0.576000,0.001000,1.06100,774.00,1.08,2016-02-04,
BD+14 4559,b,Radial Velocity,268.94000000,0.777000,0.290000,1.47000,50.03,0.86,2014-05-14,19.99
K2-185,b,Transit,10.61664600,,,,,0.98,2018-02-15,
HN Peg,b,Imaging,,773.000000,,21.99870,18.39,,2014-05-14,54.37
K2-25,b,Transit,3.48455200,,0.270000,,,0.29,2017-09-28,
HD 285507,b,Radial Velocity,6.08810000,,0.086000,0.91700,42.43,0.73,2014-05-14,23.57
GJ 3470,b,Radial Velocity,3.33664870,0.031000,0.017000,0.04300,25.20,0.51,2014-07-23,
HD 142245,b,Radial Velocity,1299.00000000,2.770000,0.090000,1.90000,106.38,1.69,2014-05-14,9.40
BD+15 2940,b,Radial Velocity,137.48000000,0.539000,0.260000,1.11000,175.44,1.10,2014-05-14,1.71
K2-83,c,Transit,9.99767000,0.071310,,,,0.48,2016-07-18,
K2-83,b,Transit,2.74697000,0.030140,,,,0.48,2016-07-18,
K2-173,b,Transit,5.86869900,,,,,0.88,2018-02-15,
K2-118,b,Transit,50.92092000,0.245000,0.200000,,,0.76,2017-10-05,
HD 210702,b,Radial Velocity,354.80000000,1.200000,0.094000,1.90000,55.93,1.68,2015-09-03,17.88
K2-174,b,Transit,19.56274300,,,,,0.67,2018-02-15,
K2-108,b,Transit,4.73401000,0.057300,0.180000,0.18689,,1.12,2017-02-09,
2MASS J21402931+1625183 A,b,Imaging,7336.50000000,,0.260000,20.95000,25.00,0.08,2014-05-14,
WISEP J121756.91+162640.2 A,b,Imaging,,8.000000,,22.00000,10.10,0.03,2014-05-14,99.00
HD 231701,b,Radial Velocity,141.60000000,0.530000,0.100000,1.08000,108.46,1.14,2014-11-19,9.22
alf Tau,b,Radial Velocity,628.96000000,1.460000,0.100000,6.47000,20.43,1.13,2015-06-04,48.94
K2-84,c,Transit,27.86000000,0.176800,,,,0.95,2016-07-18,
K2-84,b,Transit,6.42150000,0.066500,,,,0.95,2016-07-18,
HAT-P-23,b,Transit,1.21288287,0.023020,0.000000,2.07000,393.00,1.10,2015-03-26,
K2-119,b,Transit,7.72857800,0.070000,0.070000,,,0.76,2017-10-05,
GU Psc,b,Imaging,,2000.000000,,11.30000,48.00,0.33,2014-05-14,
HD 59686 A,b,Radial Velocity,299.36000000,1.086000,0.050000,6.92000,96.80,1.90,2016-08-12,10.33
K2-120,b,Transit,9.56274200,0.078000,0.140000,,,0.69,2017-10-05,
TAP 26,b,Radial Velocity,10.79000000,0.096800,,1.66000,147.00,1.04,2017-02-02,
tau Boo,b,Radial Velocity,3.31245680,0.049000,0.011000,4.32000,15.60,1.34,2015-04-16,64.12
HD 24040,b,Radial Velocity,3668.00000000,4.920000,0.040000,4.01000,46.51,1.18,2014-05-14,21.50
HD 114762,b,Radial Velocity,83.91510000,0.353000,0.335400,10.98000,40.57,0.83,2014-12-17,24.65
K2-121,b,Transit,5.18575400,0.052000,0.220000,,,0.71,2017-10-05,
K2-175,b,Transit,9.52598800,,,,,1.09,2018-02-15,
EPIC 211822797,b,Transit,21.16986100,0.131000,0.060000,,,0.66,2017-10-26,
11 Com,b,Radial Velocity,326.03000000,1.290000,0.231000,19.40000,110.62,2.70,2014-05-14,9.04
HAT-P-39,b,Transit,3.54387000,0.050900,0.000000,0.59900,642.00,1.40,2014-05-14,
HD 87646,b,Radial Velocity,13.48100000,0.117000,0.050000,12.40000,73.58,1.12,2016-08-18,13.59
K2-176,b,Transit,5.32943900,,,,,0.94,2018-02-15,
DP Leo,b,Eclipse Timing Variations,10220.00000000,8.190000,0.390000,6.05000,,0.69,2014-05-14,
HAT-P-34,b,Transit,5.45265400,0.067700,0.441000,3.32800,257.00,1.39,2014-05-14,
HD 88133,b,Radial Velocity,3.41486740,0.046910,0.050000,1.02000,74.46,1.18,2016-10-13,13.43
HD 131496,b,Radial Velocity,883.00000000,2.090000,0.163000,2.20000,121.36,1.61,2014-05-14,8.24
WASP-21,b,Transit,4.32248200,0.052000,0.000000,0.30000,242.00,0.89,2014-05-14,
K2-85,b,Transit,0.68453300,0.012630,,,,0.57,2016-07-18,
K2-86,b,Transit,8.77683000,0.077000,,,,0.79,2016-07-18,
HD 219828,b,Radial Velocity,3.83488700,0.045000,0.059000,0.06607,77.90,1.23,2016-06-03,12.83
HD 219828,c,Radial Velocity,4791.00000000,5.960000,0.811500,15.10000,77.90,1.23,2016-06-03,12.83
HD 195019,b,Radial Velocity,18.20132000,0.138800,0.013800,3.69000,37.35,1.07,2014-07-23,26.77
K2-186,b,Transit,41.47421900,,,,,1.02,2018-02-15,
K2-87,b,Transit,9.72739000,0.087600,,,,0.95,2016-07-18,
HD 209458,b,Radial Velocity,3.52474859,,,,47.08,1.10,2014-08-21,21.24
K2-101,b,Transit,14.67728600,,0.100000,,,0.80,2016-12-21,
HD 285968,b,Radial Velocity,8.78360000,0.066000,0.000000,0.02600,9.42,0.45,2014-11-19,106.16
K2-95,b,Transit,10.13389000,0.065300,,0.03458,,0.36,2016-09-08,
HD 208897,b,Radial Velocity,352.70000000,1.050000,0.070000,1.40000,64.68,1.25,2017-09-28,15.46
K2-146,b,Transit,2.64464600,0.026600,,,86.00,0.36,2018-02-01,
K2-88,b,Transit,4.61220000,0.034500,,,,0.26,2016-07-18,
eps Tau,b,Radial Velocity,594.90000000,1.930000,0.151000,7.60000,47.53,2.70,2014-05-14,21.04
Pr0211,c,Radial Velocity,4850.00000000,5.500000,0.710000,7.79000,,0.94,2016-02-11,
Pr0211,b,Radial Velocity,2.14610000,0.031760,0.011000,1.88000,,0.94,2016-02-11,
TYC 1422-614-1,b,Radial Velocity,198.40000000,0.690000,0.060000,2.50000,759.00,1.15,2014-10-29,
TYC 1422-614-1,c,Radial Velocity,559.30000000,1.370000,0.048000,10.00000,759.00,1.15,2014-10-29,
K2-104,b,Transit,1.97423800,0.023000,0.090000,,,0.43,2017-10-26,
K2-102,b,Transit,9.91561500,,0.100000,,,0.77,2016-12-21,
gam 1 Leo,b,Radial Velocity,428.50000000,1.190000,0.144000,8.78000,38.52,1.23,2014-05-14,25.96
BD+20 2457,c,Radial Velocity,621.99000000,2.010000,0.180000,12.47000,200.00,2.80,2014-05-14,5.00
BD+20 2457,b,Radial Velocity,379.63000000,1.450000,0.150000,21.42000,200.00,2.80,2014-05-14,5.00
HD 10697,b,Radial Velocity,1075.20000000,2.131000,0.099000,6.21000,32.60,1.11,2014-05-14,
K2-100,b,Transit,1.67391600,,0.240000,,,1.18,2016-12-21,
Pr0201,b,Radial Velocity,4.42640000,,0.000000,0.54000,,1.23,2015-09-10,
HD 5891,b,Radial Velocity,177.11000000,0.760000,0.066000,7.60000,150.60,1.91,2014-05-14,6.64
K2-122,b,Transit,2.21940500,0.029000,0.210000,,74.00,0.63,2017-10-05,
HD 81040,b,Radial Velocity,1001.70000000,1.940000,0.526000,6.86000,32.56,0.96,2015-04-16,30.71
BD+20 1790,b,Radial Velocity,7.78287000,0.066000,0.220000,6.37000,25.40,0.63,2015-03-26,
HD 100655,b,Radial Velocity,157.57000000,0.760000,0.085000,1.70000,140.85,2.40,2014-05-14,7.10
HD 4203,c,Radial Velocity,6700.00000000,6.950000,0.240000,2.17000,77.82,1.13,2014-05-14,12.85
HD 4203,b,Radial Velocity,437.05000000,1.173500,0.520000,1.82000,77.82,1.13,2014-05-14,12.85
K2-89,b,Transit,1.09602600,0.014620,,,,0.35,2016-07-18,
BD+20 594,b,Transit,41.68550000,0.241000,0.000000,0.05129,,0.96,2016-07-28,
HD 37124,b,Radial Velocity,154.37800000,0.533640,0.054000,0.67500,33.24,0.85,2016-08-18,30.08
HD 37124,c,Radial Velocity,885.50000000,1.710000,0.125000,0.65200,33.24,0.85,2016-08-18,30.08
HD 37124,d,Radial Velocity,1862.00000000,2.807000,0.160000,0.69600,33.24,0.85,2016-08-18,30.08
K2-177,b,Transit,14.15518500,,,,,1.21,2018-02-15,
51 Peg,b,Radial Velocity,4.23078500,0.052700,0.013000,0.47200,15.36,1.12,2014-05-14,65.10
BD+20 274,b,Radial Velocity,578.20000000,1.300000,0.210000,4.20000,,0.80,2015-09-18,
HIP 14810,d,Radial Velocity,952.00000000,1.890000,0.173000,0.57000,52.88,0.99,2015-05-14,18.91
HIP 14810,c,Radial Velocity,147.73000000,0.545000,0.164000,1.28000,52.88,0.99,2015-05-14,18.91
HIP 14810,b,Radial Velocity,6.67385500,0.069200,0.142700,3.88000,52.88,0.99,2015-05-14,18.91
HR 8799,c,Imaging,69000.00000000,38.000000,,10.00000,39.40,1.51,2014-05-14,
HR 8799,b,Imaging,170000.00000000,68.000000,,7.00000,39.40,1.51,2014-05-14,
HR 8799,d,Imaging,37000.00000000,24.000000,,10.00000,39.40,1.51,2014-05-14,
HR 8799,e,Imaging,18000.00000000,14.500000,,,39.40,1.51,2014-05-14,
HD 208527,b,Radial Velocity,875.50000000,2.100000,0.080000,9.90000,352.11,1.60,2014-05-14,2.84
HD 3651,b,Radial Velocity,62.21800000,0.295000,0.596000,0.22900,11.10,0.88,2014-05-14,
K2-111,b,Transit,5.35117000,0.062100,0.000000,0.02706,,0.88,2017-05-10,
K2-155,b,Transit,6.34365000,0.054600,,,62.30,0.54,2018-02-01,
K2-155,d,Transit,40.68350000,0.188600,,,62.30,0.54,2018-02-01,
K2-155,c,Transit,13.85402000,0.092000,,,62.30,0.54,2018-02-01,
K2-123,b,Transit,30.95676300,0.167000,0.060000,,156.00,0.65,2017-10-05,
WASP-14,b,Transit,2.24375200,0.036000,0.091000,7.34100,160.00,1.21,2014-05-14,
HD 108863,b,Radial Velocity,443.40000000,1.400000,0.060000,2.60000,138.50,1.85,2014-05-14,7.22
K2-34,b,Transit,2.99560700,0.044190,0.000000,1.76000,,1.28,2016-06-03,
K2-30,b,Transit,4.09850300,0.048390,0.000000,0.57900,,0.90,2016-04-14,
LkCa 15,b,Imaging,,14.700000,,,,,2015-12-03,
LkCa 15,c,Imaging,,18.600000,,,,,2015-12-03,
K2-178,b,Transit,8.74781800,,,,,0.95,2018-02-15,
K2-90,b,Transit,13.73490700,0.100000,0.070000,,,0.70,2017-10-26,
K2-90,c,Transit,2.90070600,0.035000,0.190000,,,0.70,2017-10-26,
HD 189733,b,Radial Velocity,2.21857520,,,,19.25,0.85,2015-04-24,51.94
HD 111591,b,Radial Velocity,1056.40000000,2.500000,0.260000,4.40000,108.46,1.94,2017-11-30,9.22
HD 108874,b,Radial Velocity,395.80000000,1.038000,0.082000,1.29000,68.50,0.95,2014-05-14,
HD 108874,c,Radial Velocity,1624.00000000,2.659000,0.239000,0.99000,68.50,0.95,2014-05-14,
K2-136,c,Transit,17.30713700,,0.130000,,,0.74,2017-11-09,
K2-136,b,Transit,7.97529200,,0.100000,,,0.74,2017-11-09,
K2-136,d,Transit,25.57506500,,0.140000,,,0.74,2017-11-09,
2MASS J04414489+2301513,b,Imaging,,15.000000,,7.50000,140.00,0.02,2014-05-14,
WASP-56,b,Transit,4.61710100,0.054580,0.000000,0.57100,255.00,1.02,2014-05-14,
K2-124,b,Transit,6.41353900,0.051000,0.080000,,,0.44,2017-10-05,
K2-187,b,Transit,0.77398100,,,,,0.97,2018-02-15,
K2-187,c,Transit,2.87178800,,,,,0.97,2018-02-15,
K2-187,d,Transit,7.14907900,,,,,0.97,2018-02-15,
K2-187,e,Transit,13.60834100,,,,,0.97,2018-02-15,
K2-188,b,Transit,1.74298300,,,,,1.11,2018-02-15,
K2-188,c,Transit,7.80759500,,,,,1.11,2018-02-15,
HD 79498,b,Radial Velocity,1966.10000000,3.130000,0.590000,1.34000,49.00,1.06,2014-05-14,20.43
alf Ari,b,Radial Velocity,380.80000000,1.200000,0.250000,1.80000,20.21,1.50,2014-05-14,49.48
K2-179,b,Transit,5.17219100,,,,,0.82,2018-02-15,
HD 14067,b,Radial Velocity,1455.00000000,3.400000,0.533000,7.80000,163.40,2.40,2014-09-25,6.12
KELT-8,b,Transit,3.24406000,0.045710,0.035000,0.86700,236.00,1.21,2015-09-03,
K2-91,b,Transit,1.41954900,0.016400,,,,0.29,2016-07-18,
HD 50554,b,Radial Velocity,1293.00000000,2.353000,0.501000,4.95400,31.03,1.04,2014-11-19,32.23
HAT-P-20,b,Transit,2.87531700,0.036100,0.015000,7.24600,70.00,0.76,2014-05-14,
K2-29,b,Transit,3.25883210,0.042170,0.066000,0.73000,,0.94,2016-03-24,
V830 Tau,b,Radial Velocity,4.92700000,0.057000,,0.70000,150.00,1.00,2016-12-01,
K2-26,b,Transit,14.56650000,0.096200,,,,0.56,2016-01-21,
30 Ari B,b,Radial Velocity,335.10000000,0.995000,0.289000,9.88000,39.43,1.16,2014-05-14,25.36
HD 116029,b,Radial Velocity,670.00000000,1.780000,0.054000,2.10000,110.62,1.58,2014-05-14,9.04
TCP J05074264+2447555,b,Microlensing,,0.500000,,0.02895,380.00,0.25,2018-03-01,
WASP-59,b,Transit,7.91958500,0.069700,0.100000,0.86300,125.00,0.72,2014-05-14,
K2-133,b,Transit,3.07120000,0.033000,,,,0.51,2017-10-26,
K2-133,c,Transit,4.86820000,0.045000,,,,0.51,2017-10-26,
K2-133,d,Transit,11.02340000,0.077000,,,,0.51,2017-10-26,
FU Tau,b,Imaging,,800.000000,,16.00000,140.00,0.05,2016-03-10,
HAT-P-25,b,Transit,3.65283600,0.046600,0.032000,0.56700,297.00,1.01,2014-05-14,
HD 12661,b,Radial Velocity,262.70900000,0.807900,0.376800,2.17600,37.16,1.02,2014-11-19,26.91
HD 12661,c,Radial Velocity,1708.00000000,2.814500,0.031000,1.81200,37.16,1.02,2014-11-19,26.91
HAT-P-54,b,Transit,3.79984700,0.041170,0.074000,0.76000,,0.65,2015-04-24,
KELT-4 A,b,Transit,2.98959320,0.043170,0.000000,0.90200,210.00,1.20,2016-02-25,
HD 97658,b,Radial Velocity,9.49090000,0.079600,0.063000,0.02473,21.30,0.75,2016-10-27,46.95
HAT-P-55,b,Transit,3.58524670,0.046040,0.139000,0.58200,480.00,1.01,2015-06-17,
GJ 649,b,Radial Velocity,598.30000000,1.135000,0.300000,0.32800,10.32,0.54,2014-05-14,96.90
HD 177830,c,Radial Velocity,110.90000000,0.513700,0.300000,0.15000,59.03,1.47,2014-05-14,16.94
HD 177830,b,Radial Velocity,406.60000000,1.221800,0.009000,1.49000,59.03,1.47,2014-05-14,16.94
mu Leo,b,Radial Velocity,357.80000000,1.100000,0.090000,2.40000,40.78,1.50,2014-05-14,24.52
HD 203030,b,Imaging,,487.100000,,24.09000,40.85,,2014-05-14,24.48
HD 164922,c,Radial Velocity,75.76500000,0.335100,0.220000,0.04059,22.13,0.87,2016-10-27,
HD 164922,b,Radial Velocity,1201.10000000,2.115000,0.126000,0.33855,22.13,0.87,2016-10-27,
HD 32963,b,Radial Velocity,2372.00000000,3.410000,0.070000,0.70000,35.24,0.94,2016-01-05,28.38
V0391 Peg,b,Pulsation Timing Variations,1170.00000000,1.700000,0.000000,3.20000,1400.00,0.50,2015-05-14,
HAT-P-31,b,Transit,5.00542500,0.055000,0.245000,2.17100,354.00,1.22,2014-05-14,
DH Tau,b,Imaging,,330.000000,,11.00000,140.00,0.33,2014-05-14,
HAT-P-49,b,Transit,2.69154800,0.043800,0.000000,1.73000,322.00,1.54,2014-05-14,
GJ 436,b,Radial Velocity,2.64388312,0.029100,0.138270,0.07000,10.23,0.47,2015-02-05,97.73
HD 145457,b,Radial Velocity,176.30000000,0.760000,0.112000,2.90000,126.10,1.90,2014-05-14,7.93
eps CrB,b,Radial Velocity,417.90000000,1.300000,0.110000,6.70000,70.42,1.70,2015-09-10,14.20
HAT-P-56,b,Transit,2.79083270,0.042300,0.246000,2.18000,310.50,1.30,2015-07-23,
HD 158038,b,Radial Velocity,521.00000000,1.520000,0.291000,1.80000,114.15,1.65,2014-05-14,8.76
HD 113996,b,Radial Velocity,610.20000000,1.600000,0.280000,6.30000,101.63,1.49,2017-11-30,9.84
HD 62509,b,Radial Velocity,589.64000000,1.640000,0.020000,2.30000,10.34,2.10,2015-03-26,96.74
HD 188015,b,Radial Velocity,461.20000000,1.203000,0.137000,1.50000,52.63,1.09,2014-07-23,19.00
XO-1,b,Transit,3.94150685,0.049000,0.000000,0.92000,172.00,1.03,2014-05-14,5.82
55 Cnc,b,Radial Velocity,14.65152000,0.115227,0.003400,0.83060,12.53,0.91,2014-10-29,79.80
