pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
MOA-2011-BLG-262L,b,Microlensing,,0.840000,,0.05663,7000.00,0.12,2015-06-04,
GJ 3634,b,Radial Velocity,2.64561000,0.028700,0.080000,0.02600,19.80,0.45,2014-08-21,50.55
OGLE-2008-BLG-355L,b,Microlensing,,1.700000,,4.60000,6800.00,0.37,2014-06-11,
WASP-124,b,Transit,3.37265000,0.044900,0.017000,0.60000,433.00,1.07,2016-05-05,
OGLE-2005-BLG-169L,b,Microlensing,,3.500000,,0.04436,4100.00,0.69,2015-11-19,
MOA-2010-BLG-328L,b,Microlensing,,0.920000,,0.02895,810.00,0.11,2015-06-04,
WASP-41,c,Radial Velocity,421.00000000,1.070000,0.294000,3.18000,180.00,0.93,2015-10-15,
WASP-41,b,Transit,3.05240400,0.040000,0.026000,0.94000,180.00,0.93,2015-10-15,
WASP-79,b,Transit,3.66238660,0.053500,0.000000,0.90000,240.00,1.38,2014-05-14,
WASP-131,b,Transit,5.32202300,0.060700,0.000000,0.27000,250.00,1.06,2016-12-01,
OGLE-2014-BLG-0676L,b,Microlensing,,4.400000,,3.09000,2220.00,0.62,2016-12-21,
OGLE-2012-BLG-0406L,b,Microlensing,,3.450000,,2.73000,4970.00,0.44,2014-05-14,
OGLE-2005-BLG-390L,b,Microlensing,3285.00000000,2.600000,,0.01700,6600.00,0.22,2014-10-29,
OGLE-2013-BLG-1721L,b,Microlensing,,2.600000,,0.64000,6300.00,0.46,2017-10-26,
OGLE-2016-BLG-1195L,b,Microlensing,,1.160000,,0.00450,3910.00,0.08,2017-05-10,
MOA-2008-BLG-379L,b,Microlensing,,3.300000,,4.10000,3300.00,0.56,2014-10-29,
WASP-72,b,Transit,2.21674210,0.037080,0.000000,1.54610,340.00,1.39,2014-05-14,
OGLE-2006-BLG-109L,b,Microlensing,1788.50000000,2.300000,,0.73000,1510.00,0.51,2014-11-05,
OGLE-2006-BLG-109L,c,Microlensing,4927.50000000,4.500000,0.150000,0.27000,1510.00,0.51,2014-11-05,
HD 73256,b,Radial Velocity,2.54858000,0.037000,0.029000,1.87000,36.52,1.05,2015-03-26,27.38
HATS-16,b,Transit,2.68650200,0.037440,0.000000,3.27000,774.00,0.97,2016-06-23,
MXB 1658-298,b,Eclipse Timing Variations,760.00000000,1.613000,,23.70000,,1.98,2017-07-27,
HD 165155,b,Radial Velocity,434.50000000,1.130000,0.200000,2.89000,64.98,1.02,2016-11-10,15.39
HD 43197,b,Radial Velocity,327.80000000,0.920000,0.830000,0.60000,56.30,0.96,2014-12-03,17.76
OGLE-TR-10,b,Transit,3.10127800,0.043400,,0.62000,,1.14,2014-05-14,
OGLE-2013-BLG-0341L B,b,Microlensing,,0.883000,,0.00730,1161.00,0.15,2014-07-09,
OGLE-2012-BLG-0724L,b,Microlensing,,1.600000,,0.47000,6700.00,0.29,2016-04-28,
HD 169830,b,Radial Velocity,225.62000000,0.810000,0.310000,2.88000,36.32,1.40,2014-06-25,27.53
HD 169830,c,Radial Velocity,2102.00000000,3.600000,0.330000,4.04000,36.32,1.40,2014-06-25,27.53
MOA-bin-1L,b,Microlensing,,8.300000,,3.70000,5100.00,0.75,2014-05-14,
OGLE-2012-BLG-0950L,b,Microlensing,,2.700000,,0.11012,3000.00,0.56,2016-11-03,
HD 90156,b,Radial Velocity,49.77000000,0.250000,0.310000,0.05700,22.09,0.84,2014-05-14,45.26
Fomalhaut,b,Imaging,555530.00000000,160.000000,0.870000,,7.70,1.92,2015-11-19,
HATS-22,b,Transit,4.72281240,0.050250,0.079000,2.74000,207.90,0.76,2017-03-16,
OGLE-TR-056,b,Transit,1.21191890,0.023830,,1.39000,,1.23,2014-05-14,
MOA-2013-BLG-605L,b,Microlensing,,0.940000,,0.01007,,0.03,2016-05-19,
MOA-2007-BLG-400L,b,Microlensing,,0.720000,,0.83000,5800.00,0.30,2014-10-29,
MOA-2011-BLG-028L,b,Microlensing,,4.140000,,0.09439,7380.00,0.75,2016-03-24,
SWEEPS-11,b,Transit,1.79600000,0.030000,,9.70000,8500.00,1.10,2014-05-14,
SWEEPS-4,b,Transit,4.20000000,0.055000,,3.80000,8500.00,1.24,2014-05-14,
HATS-18,b,Transit,0.83784340,0.017610,0.166000,1.98000,645.00,1.04,2016-10-27,
MOA-2012-BLG-006L,b,Microlensing,,10.200000,,8.40000,5300.00,0.49,2017-09-15,
HATS-51,b,Transit,3.34887020,0.046390,0.330000,0.76800,478.00,1.19,2018-01-05,
OGLE-2015-BLG-0966L,b,Microlensing,,2.100000,,0.06607,2500.00,0.38,2016-03-17,
OGLE-2014-BLG-1760L,b,Microlensing,,1.750000,,0.56000,6860.00,0.51,2016-11-10,
OGLE-2003-BLG-235L,b,Microlensing,,4.300000,,2.60000,5800.00,0.63,2016-02-25,
HD 20782,b,Radial Velocity,597.06500000,1.397000,0.956000,1.43000,35.50,1.02,2016-05-19,
OGLE-2015-BLG-0954L,b,Microlensing,,1.200000,,3.90000,600.00,0.33,2016-07-18,
HATS-26,b,Transit,3.30238810,0.047350,0.245000,0.65000,907.00,1.30,2016-06-09,
HD 164604,b,Radial Velocity,606.40000000,1.300000,0.240000,2.70000,37.98,0.80,2014-05-14,26.33
K2-147,b,Transit,0.96191700,0.015900,,,88.00,0.58,2018-02-01,
MOA-2011-BLG-293L,b,Microlensing,,1.100000,,4.80000,7720.00,0.86,2014-05-14,
OGLE-2013-BLG-0132L,b,Microlensing,,3.600000,,0.29000,3900.00,0.54,2017-10-26,
HD 30669,b,Radial Velocity,1684.00000000,2.690000,0.180000,0.47000,57.10,0.92,2015-01-08,17.51
OGLE-2014-BLG-0124L,b,Microlensing,,3.110000,,0.51000,4100.00,0.71,2015-02-12,
OGLE-2016-BLG-0613L AB,b,Microlensing,,6.400000,,4.18000,3410.00,0.72,2017-11-30,
HD 171238,b,Radial Velocity,1523.00000000,2.540000,0.400000,2.60000,44.05,0.94,2014-07-02,22.70
WASP-17,b,Transit,3.73543800,0.051500,0.028000,0.48600,400.00,1.31,2016-09-08,
OGLE-2015-BLG-0051L,b,Microlensing,,0.730000,,0.72000,8200.00,0.10,2016-10-06,
HD 133131 A,b,Radial Velocity,649.00000000,1.440000,0.330000,1.42000,47.00,0.95,2016-09-08,
HD 133131 A,c,Radial Velocity,3568.00000000,4.490000,0.490000,0.42000,47.00,0.95,2016-09-08,
HD 133131 B,b,Radial Velocity,5769.00000000,6.150000,0.610000,2.50000,47.00,0.93,2016-09-08,
MOA-2016-BLG-227L,b,Microlensing,,1.670000,,2.80000,6500.00,0.29,2017-05-18,
OGLE-2012-BLG-0563L,b,Microlensing,,0.900000,,0.39000,1300.00,0.34,2015-08-13,
HD 47186,c,Radial Velocity,1353.60000000,2.395000,0.249000,0.35061,37.84,0.99,2015-03-26,26.43
HD 47186,b,Radial Velocity,4.08450000,0.050000,0.038000,0.07167,37.84,0.99,2015-03-26,26.43
OGLE-2016-BLG-1190L,b,Microlensing,1224.00000000,2.170000,,13.38000,6770.00,0.88,2017-11-30,
WASP-25,b,Transit,3.76482500,0.047300,0.000000,0.58000,,1.00,2014-05-14,
OGLE-2011-BLG-0265L,b,Microlensing,,1.890000,,0.88000,4380.00,0.21,2015-03-05,
MOA-2010-BLG-353L,b,Microlensing,,1.720000,,0.27000,6430.00,0.18,2016-06-09,
MOA-2011-BLG-322L,b,Microlensing,,4.300000,,11.60000,7560.00,0.39,2014-05-14,
MOA-2007-BLG-192L,b,Microlensing,,0.620000,,0.01000,1000.00,0.06,2014-10-29,
OGLE-2012-BLG-0026L,b,Microlensing,,4.000000,,0.14500,4019.00,1.06,2016-07-07,
OGLE-2012-BLG-0026L,c,Microlensing,,4.800000,,0.86000,4019.00,1.06,2016-07-07,
OGLE-2011-BLG-0251L,b,Microlensing,,2.720000,,0.53000,2570.00,0.26,2014-05-14,
HD 145377,b,Radial Velocity,103.95000000,0.450000,0.307000,5.76000,55.19,1.12,2014-05-14,18.12
HD 192310,b,Radial Velocity,74.72000000,0.320000,0.130000,0.05320,8.82,0.80,2015-07-02,113.33
HD 192310,c,Radial Velocity,525.80000000,1.180000,0.320000,0.07600,8.82,0.80,2015-07-02,113.33
PSR J2322-2650,b,Pulsar Timing,0.32296400,0.010200,0.001700,0.79490,230.00,1.40,2017-12-21,4.40
MOA-2009-BLG-319L,b,Microlensing,,2.400000,,0.16000,6100.00,0.38,2014-10-29,
HD 33283,b,Radial Velocity,18.17900000,0.145000,0.480000,0.33000,86.88,1.24,2014-11-19,11.51
HD 216770,b,Radial Velocity,118.45000000,0.460000,0.370000,0.65000,37.89,0.90,2015-04-24,26.39
PSR B1620-26,b,Pulsar Timing,,23.000000,,2.50000,,1.35,2015-04-30,
MOA-2010-BLG-073L,b,Microlensing,,1.210000,,11.00000,2800.00,0.16,2014-05-14,
HD 4208,b,Radial Velocity,828.00000000,1.650000,0.052000,0.80400,32.70,0.87,2014-07-23,30.58
OGLE-2007-BLG-349L A,c,Microlensing,2557.00000000,2.590000,,0.25171,2760.00,0.41,2016-09-29,
HATS-13,b,Transit,3.04404990,0.040570,0.181000,0.54300,476.00,0.96,2015-08-13,
HATS-50,b,Transit,3.82970150,0.050460,0.516000,0.39000,717.00,1.17,2018-01-05,
WASP-61,b,Transit,3.85590000,0.051400,0.260000,2.06000,480.00,1.22,2014-05-14,
HD 207832,b,Radial Velocity,161.97000000,0.570000,0.130000,0.56000,55.31,0.94,2015-09-10,18.08
HD 207832,c,Radial Velocity,1155.70000000,2.112000,0.270000,0.73000,55.31,0.94,2015-09-10,18.08
HD 128356,b,Radial Velocity,298.20000000,0.870000,0.570000,0.89000,26.03,0.65,2016-11-10,38.41
HATS-8,b,Transit,3.58389300,0.046670,0.376000,0.13800,829.00,1.06,2015-06-17,
UZ For,b,Eclipse Timing Variations,5840.00000000,5.900000,0.040000,6.30000,,0.70,2014-05-14,
UZ For,c,Eclipse Timing Variations,1916.25000000,2.800000,0.050000,7.70000,,0.70,2014-05-14,
HATS-14,b,Transit,2.76676410,0.038150,0.142000,1.07100,513.00,0.97,2015-08-13,
K2-129,b,Transit,8.23949300,0.057000,0.130000,,,0.36,2017-10-05,
HD 77338,b,Radial Velocity,5.73610000,0.061400,0.090000,0.05000,41.27,0.93,2014-05-14,24.23
ROXs 12,b,Imaging,,210.000000,,16.00000,120.00,0.87,2014-05-14,
HD 134987,c,Radial Velocity,5000.00000000,5.800000,0.120000,0.82000,22.20,1.10,2014-05-14,
HD 134987,b,Radial Velocity,258.19000000,0.810000,0.233000,1.59000,22.20,1.10,2014-05-14,
GJ 3293,e,Radial Velocity,13.25430000,0.082080,0.210000,0.01032,15.77,0.42,2017-03-30,63.42
GJ 3293,d,Radial Velocity,48.13450000,0.193940,0.120000,0.02391,15.77,0.42,2017-03-30,63.42
GJ 3293,b,Radial Velocity,30.59870000,0.143390,0.060000,0.07406,15.77,0.42,2017-03-30,63.42
GJ 3293,c,Radial Velocity,122.61960000,0.361750,0.110000,0.06636,15.77,0.42,2017-03-30,63.42
K2-24,c,Transit,42.36342000,0.247100,,,,1.12,2016-07-07,
K2-24,b,Transit,20.88508000,0.154200,,,,1.12,2016-07-07,
K2-52,b,Transit,3.53482000,0.048500,,,,1.21,2016-07-18,
K2-37,b,Transit,4.44117000,0.051100,,,,0.90,2016-07-07,
K2-37,c,Transit,6.42904000,0.065400,,,,0.90,2016-07-07,
K2-37,d,Transit,14.09189000,0.110300,,,,0.90,2016-07-07,
SR 12 AB,c,Imaging,,,,13.00000,,,2014-05-14,
2MASS J01225093-2439505,b,Imaging,,52.000000,,24.50000,36.00,0.40,2014-05-14,
ROXs 42 B,b,Imaging,,157.000000,,9.00000,135.00,1.00,2014-05-14,
HATS-3,b,Transit,3.54785100,0.048500,0.000000,1.07100,453.00,1.21,2014-05-14,
HATS-31,b,Transit,3.37796000,0.047800,0.233000,0.88000,872.00,1.27,2016-12-01,
HD 30856,b,Radial Velocity,912.00000000,1.800000,0.117000,1.80000,121.07,1.35,2014-05-14,8.26
OGLE-2012-BLG-0358L,b,Microlensing,,0.870000,,1.85000,1760.00,0.02,2014-05-14,
HD 179949,b,Radial Velocity,3.09251400,0.044300,0.022000,0.91600,27.05,1.21,2014-07-09,36.97
HD 4732,c,Radial Velocity,2732.00000000,4.600000,0.230000,2.37000,56.50,1.74,2014-05-14,17.70
HD 4732,b,Radial Velocity,360.20000000,1.190000,0.130000,2.37000,56.50,1.74,2014-05-14,17.70
HD 86226,b,Radial Velocity,1695.00000000,2.840000,0.150000,0.92000,42.48,1.06,2014-05-14,23.54
Oph 11,b,Imaging,7300000.00000000,243.000000,,14.00000,125.00,0.02,2016-03-10,
HD 98219,b,Radial Velocity,436.90000000,1.230000,0.112000,1.80000,150.38,1.30,2014-05-14,6.65
WASP-142,b,Transit,2.05286800,0.034700,0.000000,0.84000,840.00,1.33,2016-12-01,
WASP-20,b,Transit,4.89962840,0.060000,0.000000,0.31100,210.00,1.20,2015-03-05,
WASP-34,b,Transit,4.31767820,0.052400,0.038000,0.59000,120.00,1.01,2014-05-14,
WASP-22,b,Transit,3.53273064,0.048900,,0.61700,300.00,1.25,2016-02-25,
HATS-25,b,Transit,4.29864320,0.051630,0.176000,0.61300,466.00,0.99,2016-06-09,
HD 181342,b,Radial Velocity,562.10000000,1.650000,0.100000,2.90000,110.62,1.89,2016-03-17,9.04
HD 180902,b,Radial Velocity,479.00000000,1.390000,0.090000,1.60000,114.55,1.52,2014-05-14,8.73
K2-31,b,Transit,1.25785000,0.022000,0.000000,1.77400,,0.91,2016-12-01,
WASP-101,b,Transit,3.58572200,0.050600,0.000000,0.50000,,1.34,2014-05-14,
GJ 317,b,Radial Velocity,692.00000000,1.150000,0.110000,2.50000,15.10,0.42,2014-08-27,65.30
HATS-1,b,Transit,3.44645900,0.044400,0.120000,1.85500,303.00,0.99,2014-05-14,
HD 98649,b,Radial Velocity,4951.00000000,5.600000,0.850000,6.80000,42.77,1.00,2014-05-14,23.38
HATS-36,b,Transit,4.17523870,0.054250,0.105000,3.21600,962.00,1.22,2018-01-18,
K2-38,b,Transit,4.01593000,0.050600,,0.03776,,1.07,2016-07-07,
K2-38,c,Transit,10.56103000,0.096400,,0.03115,,1.07,2016-07-07,
K2-201,b,Transit,1.05979000,,,,,0.96,2018-02-15,
K2-201,c,Transit,22.77987800,,,,,0.96,2018-02-15,
HIP 12961,b,Radial Velocity,57.43500000,0.250000,0.166000,0.35000,23.80,,2015-05-14,42.01
WASP-6,b,Transit,3.36100208,0.041400,0.054000,0.48500,,0.84,2015-04-16,
HATS-2,b,Transit,1.35413300,0.023000,0.000000,1.34500,360.00,0.88,2014-05-14,
HATS-4,b,Transit,2.51672900,0.036200,0.013000,1.32300,420.00,1.00,2014-07-02,
HIP 5158,c,Radial Velocity,9017.76000000,7.700000,0.140000,15.04000,44.80,0.78,2015-09-10,22.32
HIP 5158,b,Radial Velocity,345.72000000,0.890000,0.520000,1.42000,44.80,0.78,2014-05-14,22.32
HD 224693,b,Radial Velocity,26.73000000,0.192000,0.050000,0.71000,94.07,1.33,2014-11-19,10.63
K2-202,b,Transit,3.40516400,,,,,0.97,2018-02-15,
HATS-11,b,Transit,3.61916340,,,0.83000,,1.00,2018-01-18,
HD 60532,c,Radial Velocity,600.10000000,1.600000,0.030000,2.51000,25.30,1.50,2016-09-08,39.53
HD 60532,b,Radial Velocity,201.90000000,0.770000,0.260000,1.06000,25.30,1.50,2016-09-08,39.53
K2-107,b,Transit,3.31392000,0.048000,0.000000,0.84000,,1.30,2017-02-02,
HATS-10,b,Transit,3.31284600,0.044910,0.501000,0.52600,496.00,1.10,2015-05-21,
WASP-78,b,Transit,2.17517632,0.036200,0.000000,0.89000,550.00,1.17,2014-05-14,
HD 95872,b,Radial Velocity,4375.00000000,5.200000,0.060000,4.60000,7.56,0.95,2015-12-17,132.30
HIP 78530,b,Imaging,,740.000000,,23.00000,156.70,2.50,2015-04-01,
HD 204313,b,Radial Velocity,2024.10000000,3.167000,0.094600,4.28000,47.30,1.02,2015-11-19,21.14
HD 204313,c,Radial Velocity,34.90500000,0.209900,0.155000,0.05530,47.30,1.02,2015-11-19,21.14
HATS-5,b,Transit,4.76338700,0.054200,0.019000,0.23700,257.00,0.94,2014-05-14,
HATS-32,b,Transit,2.81265480,0.040240,0.471000,0.92000,839.00,1.10,2016-12-01,
1RXS J160929.1-210524,b,Imaging,,330.000000,,8.00000,145.00,0.85,2015-04-01,
HD 204941,b,Radial Velocity,1733.00000000,2.560000,0.370000,0.26600,26.95,0.74,2014-05-14,37.10
HD 18742,b,Radial Velocity,772.00000000,1.920000,0.120000,2.70000,127.88,1.60,2014-05-14,7.82
HD 202206,b,Radial Velocity,255.87000000,0.830000,0.435000,17.40000,46.34,1.15,2015-08-27,21.58
HD 202206,c,Radial Velocity,1383.40000000,2.550000,0.267000,2.44000,46.34,1.15,2015-08-27,21.58
GSC 06214-00210,b,Imaging,,320.000000,,16.00000,145.00,0.90,2015-04-01,
WASP-53,c,Transit,2840.00000000,3.730000,0.836900,16.35000,,0.84,2017-02-02,
WASP-53,b,Transit,3.30984430,0.041010,0.030000,2.13200,,0.84,2017-02-02,
HD 155233,b,Radial Velocity,818.80000000,2.000000,0.040000,2.60000,75.13,1.69,2016-03-17,13.31
HD 220689,b,Radial Velocity,2209.00000000,3.360000,0.160000,1.06000,45.23,1.04,2014-05-14,22.11
WASP-140,b,Transit,2.23598350,0.032300,0.047000,2.44000,180.00,0.90,2016-12-01,
K2-53,b,Transit,12.20540000,0.097500,,,,0.83,2016-07-18,
HD 104067,b,Radial Velocity,55.80600000,0.264300,0.000000,0.18600,20.82,0.79,2014-05-14,48.04
WASP-16,b,Transit,3.11860090,0.042100,0.000000,0.85500,,1.02,2014-05-14,
HATS-9,b,Transit,1.91531100,,,0.81600,622.00,1.03,2018-01-18,
WASP-67,b,Transit,4.61442000,0.051700,0.200000,0.42000,225.00,0.87,2014-05-14,
HD 1666,b,Radial Velocity,270.00000000,0.940000,0.630000,6.43000,110.62,1.50,2015-04-01,9.04
K2-130,b,Transit,2.49412000,0.032000,0.170000,,,0.70,2017-10-05,
HD 9174,b,Radial Velocity,1179.00000000,2.200000,0.120000,1.11000,78.93,1.03,2016-11-10,12.67
K2-32,b,Transit,8.99213000,0.080360,0.000000,0.05191,,0.86,2017-02-09,
K2-32,d,Transit,31.71540000,0.186200,0.000000,0.03241,,0.86,2017-02-09,
K2-32,c,Transit,20.66020000,0.139900,0.000000,0.03807,,0.86,2017-02-09,
HD 11506,b,Radial Velocity,1627.50000000,2.708000,0.370000,4.21000,51.70,1.24,2014-12-03,
HD 11506,c,Radial Velocity,223.60000000,0.721000,0.240000,0.36000,51.70,1.24,2014-12-03,
HATS-15,b,Transit,1.74748753,0.027120,0.126000,2.17000,689.00,0.87,2016-06-23,
HATS-12,b,Transit,3.14283470,,,2.39000,,1.49,2018-01-18,
HD 156846,b,Radial Velocity,359.55460000,1.096000,0.847850,10.57000,49.00,1.35,2014-05-14,20.41
K2-33,b,Transit,5.42486500,,0.000000,3.70000,,0.56,2016-06-23,
WASP-68,b,Transit,5.08429800,0.062060,0.000000,0.95000,,1.24,2014-05-14,
WASP-83,b,Transit,4.97125200,0.059000,0.000000,0.30000,300.00,1.11,2015-07-09,
7 CMa,b,Radial Velocity,796.00000000,1.930000,0.220000,2.46000,19.84,1.52,2015-10-22,50.41
WASP-31,b,Transit,3.40590960,0.046590,0.000000,0.47800,360.00,1.16,2014-05-14,
HATS-6,b,Transit,3.32527250,0.036230,0.000000,0.31900,148.40,0.57,2015-05-14,
WASP-89,b,Transit,3.35642270,0.042700,0.193000,5.90000,,0.92,2015-07-09,
HIP 79431,b,Radial Velocity,111.70000000,0.360000,0.290000,2.10000,14.90,,2014-05-14,67.13
HD 141937,b,Radial Velocity,653.22000000,1.487700,0.410000,9.31600,33.46,1.03,2014-11-19,29.89
USco CTIO 108,b,Imaging,,670.000000,,14.00000,,0.06,2015-05-14,
61 Vir,b,Radial Velocity,4.21500000,0.050201,0.120000,0.01600,8.52,0.94,2014-05-14,117.30
61 Vir,c,Radial Velocity,38.02100000,0.217500,0.140000,0.05700,8.52,0.94,2014-05-14,117.30
61 Vir,d,Radial Velocity,123.01000000,0.476000,0.350000,0.07200,8.52,0.94,2014-05-14,117.30
K2-167,b,Transit,9.97748100,,,,78.12,1.02,2018-02-15,12.80
K2-139,b,Transit,28.38236000,0.179000,0.120000,0.38700,152.00,0.92,2017-12-14,6.56
K2-54,b,Transit,9.78430000,0.067100,,,,0.42,2016-07-18,
WASP-55,b,Transit,4.46562910,0.055800,,0.62700,330.00,1.16,2016-02-25,
HD 125612,d,Radial Velocity,3008.00000000,4.200000,0.280000,7.20000,52.83,1.09,2014-05-14,18.93
HD 125612,c,Radial Velocity,4.15470000,0.050000,0.270000,0.05800,52.83,1.09,2014-05-14,18.93
HD 125612,b,Radial Velocity,559.40000000,1.370000,0.460000,3.00000,52.83,1.09,2014-05-14,18.93
HD 86950,b,Radial Velocity,1270.00000000,2.720000,0.170000,3.60000,169.00,1.66,2016-12-01,
HD 212771,b,Radial Velocity,373.30000000,1.220000,0.111000,2.30000,121.80,1.15,2014-05-14,8.21
K2-55,b,Transit,2.84925800,0.034860,,,,0.70,2016-07-18,
WASP-141,b,Transit,3.31065100,0.046900,0.000000,2.69000,570.00,1.25,2016-12-01,
YZ Cet,c,Radial Velocity,3.06008000,0.020900,0.040000,0.00308,3.60,0.13,2017-08-24,
YZ Cet,b,Radial Velocity,1.96876000,0.015570,0.000000,0.00236,3.60,0.13,2017-08-24,
YZ Cet,d,Radial Velocity,4.65627000,0.027640,0.129000,0.00359,3.60,0.13,2017-08-24,
WASP-49,b,Transit,2.78173870,0.037900,0.000000,0.37800,170.00,0.94,2014-05-14,
K2-168,b,Transit,15.85398900,,,,,0.91,2018-02-15,
GJ 3138,d,Radial Velocity,257.80000000,0.698000,0.320000,0.03304,28.48,0.68,2017-03-30,35.11
GJ 3138,c,Radial Velocity,5.97400000,0.057000,0.110000,0.01315,28.48,0.68,2017-03-30,35.11
GJ 3138,b,Radial Velocity,1.22003000,0.019700,0.190000,0.00560,28.48,0.68,2017-03-30,35.11
BD-17 63,b,Radial Velocity,655.60000000,1.340000,0.540000,5.10000,37.54,0.74,2014-05-14,26.64
tau Cet,g,Radial Velocity,20.00000000,0.133000,0.060000,0.00551,3.65,0.78,2017-08-17,274.17
tau Cet,h,Radial Velocity,49.41000000,0.243000,0.230000,0.00576,3.65,0.78,2017-08-17,274.17
tau Cet,e,Radial Velocity,162.87000000,0.538000,0.180000,0.01237,3.65,0.78,2017-08-17,274.17
tau Cet,f,Radial Velocity,636.13000000,1.334000,0.160000,0.01237,3.65,0.78,2017-08-17,274.17
HD 86264,b,Radial Velocity,1475.00000000,2.860000,0.700000,7.00000,72.57,1.42,2015-04-24,13.78
LHS 1140,b,Transit,24.73712000,0.087500,0.290000,0.02092,12.47,0.15,2017-04-27,
WASP-26,b,Transit,2.75660040,0.039850,0.000000,1.02800,250.00,1.11,2014-05-14,
K2-189,c,Transit,6.67934000,,,,,0.93,2018-02-15,
K2-189,b,Transit,5.17630000,,,,,0.93,2018-02-15,
HD 33844,c,Radial Velocity,916.00000000,2.240000,0.130000,1.75000,100.90,1.78,2016-01-14,
HD 33844,b,Radial Velocity,551.40000000,1.600000,0.150000,1.96000,100.90,1.78,2016-01-14,
K2-125,b,Transit,21.75026400,0.121000,0.080000,,,0.49,2017-10-05,
PSR J1719-1438,b,Pulsar Timing,0.09070629,0.004400,0.060000,1.20000,1200.00,1.40,2014-05-14,
K2-169,b,Transit,6.38080300,,,,,0.99,2018-02-15,
K2-170,b,Transit,7.57654400,,,,,0.96,2018-02-15,
K2-170,c,Transit,12.40004700,,,,,0.96,2018-02-15,
K2-21,c,Transit,15.50192000,0.107000,0.210000,,,0.68,2017-10-26,
K2-21,b,Transit,9.32503800,0.076000,0.100000,,,0.68,2017-10-26,
HD 72892,b,Radial Velocity,39.47500000,0.228000,0.423000,5.45000,72.78,1.02,2016-11-10,13.74
GJ 876,e,Radial Velocity,124.26000000,0.334300,0.055000,0.04600,4.70,0.32,2014-08-27,212.69
GJ 876,d,Radial Velocity,1.93778000,0.020807,0.207000,0.02100,4.70,0.32,2014-08-27,212.69
GJ 876,c,Radial Velocity,30.08810000,0.129590,0.255910,0.71420,4.70,0.32,2014-08-27,212.69
GJ 876,b,Radial Velocity,61.11660000,0.208317,0.032400,2.27560,4.70,0.32,2014-08-27,212.69
K2-57,b,Transit,9.00630000,0.074600,,,,0.68,2016-07-18,
K2-58,c,Transit,2.53726000,0.035000,,,,0.89,2016-07-18,
K2-58,b,Transit,7.05254000,0.069200,,,,0.89,2016-07-18,
K2-58,d,Transit,22.88270000,0.151700,,,,0.89,2016-07-18,
K2-59,c,Transit,11.29540000,0.090500,,,,0.77,2016-07-18,
K2-59,b,Transit,20.69210000,0.135400,,,,0.77,2016-07-18,
HD 33142,b,Radial Velocity,326.60000000,1.060000,0.120000,1.30000,136.80,1.48,2014-05-14,7.31
BD-13 2130,b,Radial Velocity,714.30000000,2.100000,0.210000,10.60000,766.00,2.40,2015-05-14,
K2-60,b,Transit,3.00265000,0.045000,0.000000,0.42600,,0.97,2017-02-02,
K2-126,b,Transit,7.38707300,0.066000,0.060000,,,0.70,2017-10-05,
K2-61,b,Transit,2.57302000,0.039200,,,,1.21,2016-07-18,
WASP-70 A,b,Transit,3.71302030,0.048530,0.000000,0.59000,245.00,1.11,2014-10-15,
K2-171,b,Transit,5.62846600,,,,,0.89,2018-02-15,
HD 148427,b,Radial Velocity,331.50000000,0.930000,0.160000,0.96000,59.28,1.45,2014-05-14,16.87
K2-190,c,Transit,21.57402300,,,,,0.90,2018-02-15,
K2-190,b,Transit,10.09885800,,,,,0.90,2018-02-15,
VHS J125601.92-125723.9,b,Imaging,,102.000000,,11.20000,12.70,0.07,2015-05-14,78.80
K2-191,b,Transit,2.85864600,,,,,0.90,2018-02-15,
Wolf 1061,d,Radial Velocity,217.21000000,0.470000,0.550000,0.02423,4.30,0.29,2017-03-30,232.29
Wolf 1061,b,Radial Velocity,4.88690000,0.037500,0.150000,0.00601,4.30,0.29,2017-03-30,232.29
Wolf 1061,c,Radial Velocity,17.87190000,0.089000,0.110000,0.01073,4.30,0.29,2017-03-30,232.29
HD 69830,b,Radial Velocity,8.66700000,0.078500,0.100000,0.03210,12.58,0.86,2015-03-26,79.48
HD 69830,d,Radial Velocity,197.00000000,0.630000,0.070000,0.05700,12.58,0.86,2015-03-26,79.48
HD 69830,c,Radial Velocity,31.56000000,0.186000,0.130000,0.03710,12.58,0.86,2015-03-26,79.48
K2-172,c,Transit,29.62682000,,,,,0.93,2018-02-15,
K2-172,b,Transit,14.31694100,,,,,0.93,2018-02-15,
K2-110,b,Transit,13.86375000,0.102100,0.079000,0.05254,,0.74,2017-05-18,
K2-62,c,Transit,16.19660000,0.114800,,,,0.77,2016-07-18,
K2-62,b,Transit,6.67202000,0.063600,,,,0.77,2016-07-18,
HD 82943,b,Radial Velocity,441.47000000,1.183060,0.162000,1.68100,27.46,1.20,2014-05-14,36.42
HD 82943,c,Radial Velocity,220.07800000,0.743450,0.366300,1.95900,27.46,1.20,2014-05-14,36.42
HD 103774,b,Radial Velocity,5.88810000,0.070000,0.090000,0.36700,53.08,1.33,2014-05-14,18.84
K2-63,b,Transit,20.25700000,0.162700,,,,1.40,2016-07-18,
WASP-47,e,Transit,0.78963600,0.017300,0.030000,0.02863,200.00,1.11,2016-12-01,
WASP-47,d,Transit,9.09500000,0.088000,0.006000,0.05286,200.00,1.11,2016-12-01,
