pl_hostname,ra,dec
Kepler-310,288.839363,46.986744
Kepler-310,288.839363,46.986744
Kepler-310,288.839363,46.986744
Kepler-163,295.002819,46.987328
Kepler-163,295.002819,46.987328
HAT-P-44,213.144074,47.014687
HAT-P-44,213.144074,47.014687
HD 154345,255.651688,47.081882
Kepler-311,282.061290,47.085491
Kepler-311,282.061290,47.085491
Kepler-334,287.140668,47.115196
Kepler-334,287.140668,47.115196
Kepler-334,287.140668,47.115196
Kepler-267,299.830387,47.157461
Kepler-267,299.830387,47.157461
Kepler-267,299.830387,47.157461
Kepler-337,290.060490,47.163956
Kepler-337,290.060490,47.163956
Kepler-102,281.482749,47.208031
Kepler-102,281.482749,47.208031
Kepler-102,281.482749,47.208031
Kepler-102,281.482749,47.208031
Kepler-102,281.482749,47.208031
Kepler-223,298.318356,47.279495
Kepler-223,298.318356,47.279495
Kepler-223,298.318356,47.279495
Kepler-223,298.318356,47.279495
Kepler-14,287.708814,47.333050
HAT-P-13,129.882536,47.352051
HAT-P-13,129.882536,47.352051
Kepler-224,290.934287,47.357601
Kepler-224,290.934287,47.357601
Kepler-224,290.934287,47.357601
Kepler-224,290.934287,47.357601
Kepler-364,281.569933,47.398697
Kepler-364,281.569933,47.398697
Kepler-332,286.662964,47.413700
Kepler-332,286.662964,47.413700
Kepler-332,286.662964,47.413700
Kepler-225,292.193984,47.457096
Kepler-225,292.193984,47.457096
Kepler-29,298.348324,47.491226
Kepler-29,298.348324,47.491226
Kepler-94,281.194747,47.497148
Kepler-94,281.194747,47.497148
Kepler-40,296.813690,47.526608
Kepler-362,291.771639,47.529903
Kepler-362,291.771639,47.529903
Kepler-272,299.127524,47.593830
Kepler-272,299.127524,47.593830
Kepler-272,299.127524,47.593830
Kepler-125,298.258123,47.604946
Kepler-125,298.258123,47.604946
Kepler-164,287.780828,47.629913
Kepler-164,287.780828,47.629913
Kepler-164,287.780828,47.629913
Kepler-273,291.302209,47.697758
Kepler-273,291.302209,47.697758
Kepler-284,293.146491,47.729649
Kepler-284,293.146491,47.729649
Kepler-141,297.970897,47.731678
Kepler-141,297.970897,47.731678
Kepler-179,298.663735,47.762043
Kepler-179,298.663735,47.762043
KIC 10525077,287.378077,47.771187
Kepler-165,280.691016,47.809735
Kepler-165,280.691016,47.809735
Kepler-17,298.395274,47.815006
Kepler-283,293.613726,47.838998
Kepler-283,293.613726,47.838998
Kepler-129,285.311284,47.848595
Kepler-129,285.311284,47.848595
Kepler-194,291.971445,47.864174
Kepler-194,291.971445,47.864174
Kepler-194,291.971445,47.864174
Kepler-226,292.376129,47.880989
Kepler-226,292.376129,47.880989
Kepler-226,292.376129,47.880989
Kepler-22,289.217484,47.884464
Kepler-369,293.674235,47.908467
Kepler-369,293.674235,47.908467
Kepler-195,288.120962,47.966667
Kepler-195,288.120962,47.966667
HAT-P-7,292.247310,47.969513
HAT-P-3,206.094121,48.028667
Kepler-117,288.793037,48.040234
Kepler-117,288.793037,48.040234
Kepler-285,291.390905,48.065609
Kepler-285,291.390905,48.065609
HAT-P-11,297.709351,48.080856
Kepler-375,288.617907,48.098416
Kepler-375,288.617907,48.098416
Kepler-227,291.934236,48.141651
Kepler-227,291.934236,48.141651
Kepler-107,297.028248,48.208611
Kepler-107,297.028248,48.208611
Kepler-107,297.028248,48.208611
Kepler-107,297.028248,48.208611
Kepler-228,296.286142,48.224667
Kepler-228,296.286142,48.224667
Kepler-228,296.286142,48.224667
Kepler-6,296.837254,48.239964
Kepler-414,297.961566,48.244362
Kepler-414,297.961566,48.244362
Kepler-153,282.460522,48.257118
Kepler-153,282.460522,48.257118
Kepler-358,293.230225,48.281376
Kepler-358,293.230225,48.281376
Kepler-432,293.282206,48.285900
Kepler-432,293.282206,48.285900
Kepler-286,290.676145,48.294289
Kepler-286,290.676145,48.294289
Kepler-286,290.676145,48.294289
Kepler-286,290.676145,48.294289
Kepler-133,297.277976,48.320328
Kepler-133,297.277976,48.320328
Kepler-114,294.121421,48.349525
Kepler-114,294.121421,48.349525
Kepler-114,294.121421,48.349525
Kepler-101,283.255489,48.355228
Kepler-101,283.255489,48.355228
Kepler-229,286.999471,48.375797
Kepler-229,286.999471,48.375797
Kepler-229,286.999471,48.375797
Kepler-408,284.786175,48.423233
Kepler-287,290.927458,48.443550
Kepler-287,290.927458,48.443550
Kepler-339,293.351712,48.444641
Kepler-339,293.351712,48.444641
Kepler-339,293.351712,48.444641
Kepler-142,295.118899,48.481281
Kepler-142,295.118899,48.481281
Kepler-142,295.118899,48.481281
Kepler-230,285.718538,48.505859
Kepler-230,285.718538,48.505859
Kepler-447,285.268586,48.560013
Kepler-424,298.624890,48.577454
Kepler-424,298.624890,48.577454
Kepler-299,283.206964,48.580502
Kepler-299,283.206964,48.580502
Kepler-299,283.206964,48.580502
Kepler-299,283.206964,48.580502
Kepler-300,295.288694,48.599720
Kepler-300,295.288694,48.599720
Kepler-110,292.929133,48.602814
Kepler-110,292.929133,48.602814
Kepler-97,287.326624,48.673431
Kepler-97,287.326624,48.673431
Kepler-386,289.858871,48.693855
Kepler-386,289.858871,48.693855
Kepler-380,282.394616,48.759140
Kepler-380,282.394616,48.759140
Kepler-313,298.294935,48.775459
Kepler-313,298.294935,48.775459
Kepler-297,283.209159,48.777645
Kepler-297,283.209159,48.777645
Kepler-298,283.039792,48.825359
Kepler-298,283.039792,48.825359
Kepler-298,283.039792,48.825359
Kepler-166,293.160171,48.881191
Kepler-166,293.160171,48.881191
HIP 65407,201.087662,48.885094
HIP 65407,201.087662,48.885094
Kepler-396,296.132818,48.977402
Kepler-396,296.132818,48.977402
HD 222155,354.501282,48.996521
Kepler-441,284.566904,49.012546
Kepler-68,291.032305,49.040272
Kepler-68,291.032305,49.040272
Kepler-68,291.032305,49.040272
Kepler-124,286.752797,49.064911
Kepler-124,286.752797,49.064911
Kepler-124,286.752797,49.064911
Kepler-366,296.852042,49.084446
Kepler-366,296.852042,49.084446
Kepler-365,295.626598,49.130436
Kepler-365,295.626598,49.130436
Kepler-15,296.200595,49.140125
Kepler-36,291.250191,49.231827
Kepler-36,291.250191,49.231827
Kepler-301,283.982968,49.232990
Kepler-301,283.982968,49.232990
Kepler-301,283.982968,49.232990
Kepler-372,291.256195,49.258953
Kepler-372,291.256195,49.258953
Kepler-372,291.256195,49.258953
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
KOI-351,284.433492,49.305161
Kepler-347,289.199596,49.305717
Kepler-347,289.199596,49.305717
TrES-2,286.808473,49.316402
Kepler-143,298.067706,49.412605
Kepler-143,298.067706,49.412605
Kepler-296,286.540008,49.437326
Kepler-296,286.540008,49.437326
Kepler-296,286.540008,49.437326
Kepler-296,286.540008,49.437326
Kepler-296,286.540008,49.437326
Kepler-426,289.434628,49.473400
Kepler-23,294.218924,49.479225
Kepler-23,294.218924,49.479225
Kepler-23,294.218924,49.479225
Kepler-411,287.605582,49.523262
Kepler-63,289.226179,49.548203
Kepler-430,292.808636,49.579445
Kepler-430,292.808636,49.579445
BD+48 738,40.710224,49.586960
Kepler-134,284.739001,49.598396
Kepler-134,284.739001,49.598396
Kepler-407,286.036347,49.614506
Kepler-407,286.036347,49.614506
Kepler-324,286.471473,49.649021
Kepler-324,286.471473,49.649021
HD 17092,41.592117,49.653076
BD+49 828,45.640529,49.730011
Kepler-180,295.571343,49.774586
Kepler-180,295.571343,49.774586
Kepler-325,289.835434,49.825626
Kepler-325,289.835434,49.825626
Kepler-325,289.835434,49.825626
Kepler-154,289.780522,49.896530
Kepler-154,289.780522,49.896530
Kepler-51,296.479776,49.937683
Kepler-51,296.479776,49.937683
Kepler-51,296.479776,49.937683
Kepler-443,288.610544,49.968632
Kepler-52,286.738033,49.975750
Kepler-52,286.738033,49.975750
Kepler-52,286.738033,49.975750
Kepler-367,297.292418,49.981632
Kepler-367,297.292418,49.981632
Kepler-50,288.100873,50.033718
Kepler-50,288.100873,50.033718
Kepler-12,286.243425,50.040382
Kepler-181,296.151402,50.095806
Kepler-181,296.151402,50.095806
HAT-P-22,155.681719,50.128345
Kepler-4,285.615322,50.135754
XO-2 S,117.031174,50.217556
XO-2 S,117.031174,50.217556
XO-2 N,117.026968,50.225800
Kepler-10,285.679394,50.241299
Kepler-10,285.679394,50.241299
Kepler-385,294.338483,50.336544
Kepler-385,294.338483,50.336544
16 Cyg B,295.466553,50.517525
Kepler-231,293.973353,50.531914
Kepler-231,293.973353,50.531914
Kepler-197,295.226435,50.559006
Kepler-197,295.226435,50.559006
Kepler-197,295.226435,50.559006
Kepler-197,295.226435,50.559006
Kepler-182,289.830114,50.586246
Kepler-182,289.830114,50.586246
Kepler-373,289.387993,50.597050
Kepler-373,289.387993,50.597050
HD 80606,140.656540,50.603722
Kepler-394,296.301953,50.672318
Kepler-394,296.301953,50.672318
Kepler-401,290.082749,50.863483
Kepler-401,290.082749,50.863483
Kepler-113,287.997883,50.944332
Kepler-113,287.997883,50.944332
Kepler-450,295.486509,51.013500
Kepler-450,295.486509,51.013500
Kepler-450,295.486509,51.013500
Kepler-391,290.621815,51.057304
Kepler-391,290.621815,51.057304
Kepler-155,288.495833,51.081947
Kepler-155,288.495833,51.081947
Kepler-232,295.816158,51.121742
Kepler-232,295.816158,51.121742
Kepler-413,288.510620,51.162472
Kepler-419,295.417899,51.184765
Kepler-419,295.417899,51.184765
HAT-P-37,284.296064,51.269138
Kepler-233,296.366522,51.319523
Kepler-233,296.366522,51.319523
Kepler-16,289.075710,51.757439
HAT-P-29,33.131142,51.778759
PH2,289.763590,51.962601
HD 132406,224.227707,53.382168
HD 233604,137.453380,53.568230
HD 118203,203.510574,53.728531
HD 139357,233.817490,53.922142
HD 167042,272.631836,54.286552
HD 2952,8.293311,54.894985
WASP-48,291.162330,55.473160
HD 163607,268.418732,56.391956
HD 163607,268.418732,56.391956
HD 219415,348.724278,56.730328
HD 220842,351.654114,56.886528
HD 240210,347.621792,57.029456
HD 219134,348.320740,57.168354
HD 219134,348.320740,57.168354
HD 219134,348.320740,57.168354
HD 219134,348.320740,57.168354
HD 219134,348.320740,57.168354
HD 219134,348.320740,57.168354
HD 102956,177.843796,57.640736
XO-3,65.469581,57.817181
HD 240237,348.925934,58.043240
6 Lyn,97.696281,58.162632
XO-4,110.388223,58.268108
TYC 3667-1280-1,12.887344,58.426167
HIP 75458,231.232391,58.966064
TrES-5,305.221841,59.448788
omi UMa,127.566124,60.718170
HD 68988,124.592384,61.460724
HIP 91258,279.221466,61.702503
HD 220074,350.059906,61.970127
HD 156279,258.096680,63.352093
HD 113337,195.445526,63.610226
HD 35759,82.888962,64.318779
4 UMa,130.053406,64.327934
Qatar-1,303.381672,65.162041
42 Dra,276.496399,65.563484
HD 13908,34.560665,65.594360
HD 13908,34.560665,65.594360
GJ 687,264.107910,68.339142
HD 143105,238.402328,68.720116
HD 32518,77.403000,69.639404
HIP 109384,332.405823,71.314331
HD 17156,42.435364,71.753235
11 UMi,229.274536,71.823898
psi Dra B,265.492096,72.156914
HD 11755,29.708696,73.152382
HD 24064,59.151241,74.080032
bet UMi,222.676361,74.155502
HD 109246,188.029953,74.489548
8 UMi,224.201477,74.900925
HD 7924,20.496313,76.710281
HD 7924,20.496313,76.710281
HD 7924,20.496313,76.710281
HD 104985,181.312988,76.905731
gam Cep,354.836884,77.632278
HD 120084,205.663345,78.064438
HD 33564,80.639717,79.231148
HD 150706,247.823273,79.789772
HD 12648,34.748653,85.736153
