pl_hostname,ra,dec
HAT-P-4,229.991354,36.229664
WTS-1,293.9932,36.290325
HD 173416,280.900452,36.556606
Kepler-75,291.137593,36.577386
HAT-P-5,274.405476,36.62141
TrES-1,286.041062,36.632629
WTS-2,293.732796,36.815491
Kepler-745,291.49943,37.059283
HAT-P-9,110.168529,37.140652
TrES-4,268.304354,37.211849
Kepler-1569,292.204706,37.22122
Kepler-748,292.262899,37.236992
Kepler-262,290.728675,37.252649
Kepler-262,290.728675,37.252649
Kepler-746,290.682243,37.355117
Kepler-264,292.044615,37.376246
Kepler-264,292.044615,37.376246
Kepler-1624,292.57986,37.376411
Kepler-1299,286.150155,37.411377
Kepler-1271,286.344287,37.411973
Kepler-1224,286.625763,37.537304
TrES-3,268.029265,37.546154
WASP-33,36.712746,37.550484
Kepler-263,292.469762,37.567794
Kepler-263,292.469762,37.567794
Kepler-261,291.364773,37.609184
Kepler-261,291.364773,37.609184
Kepler-356,292.421077,37.682819
Kepler-356,292.421077,37.682819
Kepler-1064,291.741637,37.688934
Kepler-156,290.296515,37.74949
Kepler-156,290.296515,37.74949
Kepler-1354,291.245187,37.759052
Kepler-1172,290.474507,37.766598
Kepler-479,291.021852,37.769803
Kepler-575,286.963889,37.8297
Kepler-1521,292.690301,37.835001
Kepler-754,293.254104,37.846192
Kepler-19,290.420839,37.851786
Kepler-19,290.420839,37.851786
Kepler-1514,292.627466,37.860133
Kepler-1124,286.594273,37.891266
Kepler-753,291.903273,37.902288
Kepler-683,291.439982,37.905656
Kepler-752,292.268128,37.955654
Kepler-98,285.661662,37.964506
Kepler-1034,286.115368,37.966997
Kepler-766,293.184531,37.969851
Kepler-1419,292.254635,37.97142
Kepler-260,291.925972,38.014122
Kepler-260,291.925972,38.014122
Kepler-767,291.579173,38.035828
Kepler-268,291.976175,38.055075
Kepler-268,291.976175,38.055075
Kepler-773,290.884667,38.057567
Kepler-1601,285.512943,38.079748
Kepler-771,287.44409,38.088431
Kepler-951,287.73756,38.114567
Kepler-1484,292.684285,38.126286
Kepler-323,291.38224,38.127473
Kepler-323,291.38224,38.127473
Kepler-1063,290.52675,38.142973
Kepler-1194,291.699538,38.145265
Kepler-489,290.833158,38.184334
Kepler-774,291.03193,38.211956
Kepler-772,291.423583,38.216591
Kepler-454,287.478529,38.228866
Kepler-454,287.478529,38.228866
Kepler-1073,294.1527,38.233048
Kepler-1073,294.1527,38.233048
HAT-P-14,260.116169,38.242165
Kepler-1024,291.950991,38.251698
Kepler-1452,292.42283,38.266328
Kepler-1094,292.301253,38.267041
Kepler-684,290.870517,38.273635
Kepler-1550,287.76456,38.294704
Kepler-1187,286.892005,38.318556
Kepler-405,291.409458,38.34003
Kepler-405,291.409458,38.34003
Kepler-24,290.413267,38.343754
Kepler-24,290.413267,38.343754
Kepler-24,290.413267,38.343754
Kepler-24,290.413267,38.343754
Kepler-167,292.658441,38.345413
Kepler-167,292.658441,38.345413
Kepler-167,292.658441,38.345413
Kepler-167,292.658441,38.345413
HD 149026,247.623413,38.347309
Kepler-418,294.433512,38.35545
Kepler-769,292.713101,38.358213
Kepler-769,292.713101,38.358213
Kepler-383,291.342584,38.363134
Kepler-383,291.342584,38.363134
Kepler-770,286.490428,38.374907
Kepler-770,286.490428,38.374907
Kepler-770,286.490428,38.374907
Kepler-149,285.853667,38.384119
Kepler-149,285.853667,38.384119
Kepler-149,285.853667,38.384119
Kepler-768,294.115656,38.393485
Kepler-1592,293.850646,38.397749
Kepler-9,285.573981,38.400892
Kepler-9,285.573981,38.400892
Kepler-9,285.573981,38.400892
Kepler-967,286.558075,38.40536
Kepler-967,286.558075,38.40536
Kepler-376,291.607165,38.410386
Kepler-376,291.607165,38.410386
Kepler-685,293.87193,38.422949
Kepler-1241,294.576248,38.456974
Kepler-541,294.149669,38.458259
Kepler-274,292.922774,38.477274
Kepler-274,292.922774,38.477274
Kepler-234,291.653519,38.494659
Kepler-234,291.653519,38.494659
Kepler-975,290.54855,38.495275
Kepler-275,292.479713,38.514927
Kepler-275,292.479713,38.514927
Kepler-275,292.479713,38.514927
Kepler-1308,285.928896,38.520962
Kepler-788,290.000414,38.539892
Kepler-795,291.019046,38.54558
Kepler-542,292.215089,38.548588
Kepler-1493,288.549148,38.565232
Kepler-787,291.692465,38.572907
Kepler-1171,294.958925,38.591578
KIC 3558849,294.949847,38.605197
Kepler-1110,291.808022,38.622703
Kepler-415,293.804434,38.639131
Kepler-415,293.804434,38.639131
Kepler-1487,295.498108,38.644501
Kepler-467,287.362816,38.649619
Kepler-576,295.18292,38.654231
Kepler-371,292.326464,38.657588
Kepler-371,292.326464,38.657588
Kepler-93,291.418281,38.672354
Kepler-93,291.418281,38.672354
HAT-P-1,344.445104,38.674953
Kepler-198,290.67313,38.691011
Kepler-198,290.67313,38.691011
Kepler-198,290.67313,38.691011
Kepler-278,290.107193,38.702235
Kepler-278,290.107193,38.702235
Kepler-503,290.636484,38.707669
Kepler-146,294.110756,38.71023
Kepler-146,294.110756,38.71023
Kepler-21,287.361816,38.714016
Kepler-377,295.422002,38.735691
Kepler-377,295.422002,38.735691
Kepler-516,295.608779,38.735736
Kepler-1410,290.510198,38.743544
Kepler-1464,287.235677,38.754161
Kepler-1464,287.235677,38.754161
Kepler-793,295.21664,38.774343
Kepler-1495,286.130757,38.779631
Kepler-1600,291.399384,38.787752
Kepler-1065,294.511258,38.790501
Kepler-1065,294.511258,38.790501
Kepler-135,290.495129,38.795481
Kepler-135,290.495129,38.795481
Kepler-1272,285.219843,38.805878
Kepler-792,292.006813,38.820733
Kepler-785,292.068304,38.842261
Kepler-543,287.218727,38.862513
Kepler-1526,285.119706,38.866428
Kepler-790,286.917117,38.872221
Kepler-1552,291.676831,38.874915
Kepler-157,291.097225,38.875609
Kepler-157,291.097225,38.875609
Kepler-157,291.097225,38.875609
Kepler-493,295.30754,38.881639
Kepler-1535,286.613698,38.891969
Kepler-1183,292.232425,38.892222
Kepler-1164,287.529634,38.894513
Kepler-1406,292.081863,38.915023
Kepler-497,290.765882,38.927952
Kepler-555,285.516852,38.932408
Kepler-786,293.743938,38.939276
Kepler-556,290.529444,38.942671
Kepler-473,286.630094,38.945605
Kepler-379,295.701103,38.945831
Kepler-379,295.701103,38.945831
Kepler-789,295.975153,38.946652
Kepler-30,285.283636,38.947281
Kepler-30,285.283636,38.947281
Kepler-30,285.283636,38.947281
Kepler-1403,290.867707,38.960119
HD 45350,97.19046,38.962963
HAT-P-53,21.871105,38.968147
Kepler-794,288.133701,38.996881
Kepler-1553,291.919159,39.022273
Kepler-686,285.213807,39.027485
Kepler-791,293.595841,39.029477
Kepler-317,294.943885,39.032062
Kepler-317,294.943885,39.032062
Kepler-276,293.56815,39.036326
Kepler-276,293.56815,39.036326
Kepler-276,293.56815,39.036326
Kepler-1382,295.377379,39.048031
Kepler-544,294.029098,39.051846
Kepler-577,294.711927,39.073762
Kepler-277,286.583175,39.077209
Kepler-277,286.583175,39.077209
Kepler-147,287.975766,39.087181
Kepler-147,287.975766,39.087181
XO-5,116.716527,39.094578
Kepler-1549,286.052426,39.096053
Kepler-495,285.930707,39.098134
Kepler-58,296.358649,39.115194
Kepler-58,296.358649,39.115194
Kepler-58,296.358649,39.115194
Kepler-1053,291.418635,39.127415
Kepler-995,284.615727,39.131038
Kepler-1107,291.049927,39.141674
Kepler-796,287.307857,39.144731
Kepler-687,289.315452,39.153285
Kepler-817,296.081856,39.161617
Kepler-819,295.370797,39.177218
Kepler-816,293.362842,39.212452
Kepler-823,284.582577,39.220204
Kepler-820,291.020145,39.220678
Kepler-416,291.556965,39.227287
Kepler-416,291.556965,39.227287
Kepler-1139,287.945617,39.230568
14 And,352.822571,39.236198
Kepler-826,284.860139,39.240548
Kepler-510,287.655008,39.24428
Kepler-1373,285.752049,39.249205
Kepler-472,296.524306,39.249776
Kepler-597,293.470106,39.252808
Kepler-1405,295.684842,39.256142
Kepler-1326,296.222144,39.268958
Kepler-235,286.079103,39.278313
Kepler-235,286.079103,39.278313
Kepler-235,286.079103,39.278313
Kepler-235,286.079103,39.278313
Kepler-442,285.366589,39.280081
Kepler-1513,289.791634,39.285277
Kepler-1143,287.302821,39.289688
Kepler-1143,287.302821,39.289688
Kepler-331,291.834328,39.307358
Kepler-331,291.834328,39.307358
Kepler-331,291.834328,39.307358
Kepler-688,294.655242,39.308366
Kepler-183,293.530848,39.315898
Kepler-183,293.530848,39.315898
Kepler-1502,296.107919,39.319913
Kepler-1185,287.241174,39.332757
Kepler-1113,289.406695,39.338834
Kepler-120,287.891632,39.339124
Kepler-120,287.891632,39.339124
Kepler-818,296.235105,39.370343
Kepler-1531,285.146577,39.370798
Kepler-908,295.322517,39.376484
Kepler-821,285.617437,39.37953
KELT-1,0.362142,39.383808
Kepler-1469,293.821357,39.39135
Kepler-1109,291.646244,39.396624
Kepler-825,294.769908,39.398514
Kepler-825,294.769908,39.398514
Kepler-1128,293.063338,39.403444
Kepler-1608,295.563558,39.417606
Kepler-1304,285.276428,39.446916
HAT-P-15,66.248026,39.460636
Kepler-25,286.638393,39.487894
Kepler-25,286.638393,39.487894
Kepler-25,286.638393,39.487894
Kepler-1524,293.885398,39.519818
Kepler-689,294.710624,39.521744
Kepler-1155,288.820587,39.522827
Kepler-1181,289.747314,39.523468
Kepler-1384,296.215166,39.527049
Kepler-624,295.193389,39.539677
Kepler-822,292.276118,39.550179
Kepler-1623,294.082695,39.556103
Kepler-578,288.75495,39.563656
Kepler-288,288.916426,39.594717
Kepler-288,288.916426,39.594717
Kepler-288,288.916426,39.594717
Kepler-1581,287.371261,39.603581
Kepler-76,294.192118,39.619003
Kepler-1060,286.025189,39.630929
Kepler-625,292.150459,39.637581
Kepler-625,292.150459,39.637581
Kepler-1609,290.146555,39.665821
Kepler-121,286.162064,39.677995
Kepler-121,286.162064,39.677995
Kepler-350,285.419606,39.706107
Kepler-350,285.419606,39.706107
Kepler-350,285.419606,39.706107
Kepler-626,288.698651,39.708288
Kepler-824,290.477412,39.732009
Kepler-1500,288.883334,39.744572
Kepler-627,292.104279,39.767914
Kepler-319,288.811943,39.770658
Kepler-319,288.811943,39.770658
Kepler-319,288.811943,39.770658
Kepler-690,294.489906,39.771446
Kepler-158,284.032244,39.781348
Kepler-158,284.032244,39.781348
Kepler-887,290.090807,39.816989
Kepler-887,290.090807,39.816989
Kepler-1042,288.668933,39.824006
Kepler-168,294.710165,39.825104
Kepler-168,294.710165,39.825104
Kepler-628,290.449257,39.854802
Kepler-1154,297.477127,39.877247
Kepler-1154,297.477127,39.877247
Kepler-1470,288.695007,39.883191
Kepler-1625,295.429347,39.886547
Kepler-236,283.866378,39.898092
Kepler-236,283.866378,39.898092
Kepler-1551,295.785514,39.907921
Kepler-621,290.927286,39.914145
Kepler-630,293.427043,39.942437
Kepler-629,289.417832,39.945013
Kepler-122,291.111883,39.949104
Kepler-122,291.111883,39.949104
Kepler-122,291.111883,39.949104
Kepler-122,291.111883,39.949104
Kepler-122,291.111883,39.949104
Kepler-579,295.002039,39.952923
PH1,298.215108,39.955104
Kepler-1330,290.576737,39.956893
Kepler-80,296.112564,39.978779
Kepler-80,296.112564,39.978779
Kepler-80,296.112564,39.978779
Kepler-80,296.112564,39.978779
Kepler-80,296.112564,39.978779
Kepler-1026,283.605263,39.99798
Kepler-1291,289.377032,40.001151
Kepler-328,295.809289,40.008503
Kepler-328,295.809289,40.008503
Kepler-691,288.812003,40.033398
Kepler-923,294.171085,40.055165
Kepler-103,288.984555,40.064521
Kepler-103,288.984555,40.064521
Kepler-1300,289.033022,40.086887
Kepler-1032,289.930872,40.097751
Kepler-906,291.405561,40.125487
Kepler-1017,283.469362,40.132607
Kepler-1225,290.633291,40.136994
Kepler-1393,284.459458,40.142553
Kepler-1115,294.991772,40.144409
Kepler-692,294.77684,40.153738
Kepler-1238,297.905795,40.162858
Kepler-475,287.051707,40.211542
Kepler-1556,288.397002,40.2132
Kepler-974,285.013102,40.220753
Kepler-631,296.885757,40.228233
Kepler-1424,290.991665,40.22932
Kepler-199,295.559419,40.236271
Kepler-199,295.559419,40.236271
Kepler-130,288.450665,40.245305
Kepler-130,288.450665,40.245305
Kepler-130,288.450665,40.245305
Kepler-955,288.471458,40.269795
Kepler-109,290.392721,40.284875
Kepler-109,290.392721,40.284875
Kepler-632,297.252613,40.288605
Kepler-1567,286.6952,40.291819
Kepler-1316,298.835871,40.293136
Kepler-340,295.933477,40.30057
Kepler-340,295.933477,40.30057
Kepler-1324,291.18497,40.311214
Kepler-305,299.224311,40.343182
Kepler-305,299.224311,40.343182
Kepler-305,299.224311,40.343182
Kepler-398,291.468662,40.343853
Kepler-398,291.468662,40.343853
Kepler-398,291.468662,40.343853
Kepler-891,291.083797,40.355255
Kepler-693,283.253557,40.358196
Kepler-1279,288.095635,40.365964
Kepler-1576,289.073975,40.366015
Kepler-1378,297.373313,40.366398
Kepler-1508,298.118885,40.375047
Kepler-1320,288.433591,40.380875
KELT-3,148.643324,40.388069
Kepler-904,288.822916,40.389049
Kepler-924,290.668512,40.397718
Kepler-1451,293.446425,40.409892
Kepler-307,297.795132,40.417703
Kepler-307,297.795132,40.417703
Kepler-694,291.149507,40.420518
Kepler-237,283.221387,40.421834
Kepler-237,283.221387,40.421834
Kepler-1602,293.580858,40.427478
47 UMa,164.866562,40.430256
47 UMa,164.866562,40.430256
47 UMa,164.866562,40.430256
Kepler-308,295.785154,40.43955
Kepler-308,295.785154,40.43955
Kepler-400,290.944481,40.480035
Kepler-400,290.944481,40.480035
Kepler-925,290.106539,40.490657
Kepler-84,298.252049,40.496077
Kepler-84,298.252049,40.496077
Kepler-84,298.252049,40.496077
Kepler-84,298.252049,40.496077
Kepler-84,298.252049,40.496077
Kepler-150,288.234084,40.520905
Kepler-150,288.234084,40.520905
Kepler-150,288.234084,40.520905
Kepler-150,288.234084,40.520905
Kepler-96,297.069643,40.525141
HD 23596,57.001556,40.530636
Kepler-1276,287.85701,40.547181
Kepler-348,297.25505,40.548373
Kepler-348,297.25505,40.548373
Kepler-580,283.499815,40.552805
Kepler-964,295.30009,40.556591
Kepler-1240,282.999715,40.55745
Kepler-304,294.441763,40.557587
Kepler-304,294.441763,40.557587
Kepler-304,294.441763,40.557587
Kepler-304,294.441763,40.557587
Kepler-53,290.461775,40.562462
Kepler-53,290.461775,40.562462
Kepler-53,290.461775,40.562462
Kepler-425,290.358009,40.567738
Kepler-1589,294.441792,40.571686
Kepler-1277,295.102413,40.572396
Kepler-1566,283.587614,40.574927
Kepler-428,290.581722,40.5774
Kepler-49,292.294579,40.591801
Kepler-49,292.294579,40.591801
Kepler-49,292.294579,40.591801
Kepler-49,292.294579,40.591801
Kepler-633,295.217437,40.592251
Kepler-1417,290.949888,40.605215
Kepler-306,288.538671,40.61614
Kepler-306,288.538671,40.61614
Kepler-306,288.538671,40.61614
Kepler-306,288.538671,40.61614
Kepler-238,287.897113,40.637815
Kepler-238,287.897113,40.637815
Kepler-238,287.897113,40.637815
Kepler-238,287.897113,40.637815
Kepler-238,287.897113,40.637815
Kepler-581,295.432782,40.648247
KIC 5437945,288.474857,40.651357
KIC 5437945,288.474857,40.651357
Kepler-239,294.202137,40.663406
Kepler-239,294.202137,40.663406
Kepler-903,288.771018,40.664176
Kepler-903,288.771018,40.664176
KOI-142,291.148088,40.669407
KOI-142,291.148088,40.669407
Kepler-399,299.501738,40.670806
Kepler-399,299.501738,40.670806
Kepler-399,299.501738,40.670806
Kepler-899,297.48258,40.68078
Kepler-1438,289.289809,40.681665
Kepler-545,290.566303,40.692045
Kepler-926,289.679343,40.700466
Kepler-634,291.195065,40.702706
Kepler-970,289.62523,40.708726
Kepler-506,284.635187,40.719832
Kepler-1626,296.500445,40.72123
Kepler-1125,295.481223,40.73198
Kepler-1310,283.920035,40.740123
Kepler-240,291.158774,40.750263
Kepler-240,291.158774,40.750263
Kepler-911,298.589186,40.750689
Kepler-1401,287.466042,40.758452
Kepler-1309,298.735235,40.764155
Kepler-1283,295.462337,40.776969
Kepler-338,282.978956,40.784347
Kepler-338,282.978956,40.784347
Kepler-338,282.978956,40.784347
Kepler-338,282.978956,40.784347
Kepler-635,289.773247,40.800724
Kepler-1565,297.952967,40.806808
Kepler-959,292.171168,40.811382
Kepler-695,299.316097,40.822362
Kepler-1201,294.614827,40.833172
Kepler-1347,299.659605,40.843853
Kepler-1640,294.55789,40.850498
Kepler-1195,284.351087,40.852979
Kepler-1211,285.720788,40.856961
HD 49674,102.877151,40.867756
Kepler-159,297.07017,40.868784
Kepler-159,297.07017,40.868784
Kepler-1362,288.538542,40.877113
Kepler-901,291.152951,40.887497
Kepler-1051,295.158106,40.898849
Kepler-333,292.286069,40.913584
Kepler-333,292.286069,40.913584
Kepler-370,292.171121,40.916306
Kepler-370,292.171121,40.916306
Kepler-169,285.999891,40.919329
Kepler-169,285.999891,40.919329
Kepler-169,285.999891,40.919329
Kepler-169,285.999891,40.919329
Kepler-169,285.999891,40.919329
Kepler-622,284.478472,40.93311
Kepler-598,293.123423,40.934766
Kepler-1369,285.797234,40.936186
Kepler-131,288.530825,40.942304
Kepler-131,288.530825,40.942304
Kepler-48,299.139212,40.94902
Kepler-48,299.139212,40.94902
Kepler-48,299.139212,40.94902
Kepler-48,299.139212,40.94902
Kepler-433,297.593651,40.977268
Kepler-1439,285.739806,40.980036
Kepler-546,283.257599,40.990498
KOI-12,297.453731,41.010991
Kepler-151,292.162778,41.023235
Kepler-151,292.162778,41.023235
HAT-P-21,171.274955,41.027954
Kepler-747,288.416503,41.029804
Kepler-1312,292.971241,41.035764
Kepler-1492,288.597097,41.03642
Kepler-1458,283.211614,41.038063
Kepler-1289,296.388807,41.040571
Kepler-1529,289.870716,41.040728
HAT-P-2,245.151489,41.048084
Kepler-582,297.503687,41.057021
Kepler-241,292.913118,41.060921
Kepler-241,292.913118,41.060921
Kepler-45,292.8729,41.064261
Kepler-599,285.911509,41.069443
Kepler-27,292.236769,41.085876
Kepler-27,292.236769,41.085876
Kepler-7,288.581516,41.0898
HD 43691,94.894485,41.092304
KOI-55,296.356105,41.092755
KOI-55,296.356105,41.092755
Kepler-636,293.591889,41.095161
Kepler-755,296.860998,41.097338
Kepler-755,296.860998,41.097338
Kepler-1423,288.243782,41.110081
Kepler-1333,293.527561,41.111437
Kepler-469,297.475871,41.114289
Kepler-950,287.956566,41.130329
Kepler-758,293.084606,41.135436
Kepler-758,293.084606,41.135436
Kepler-758,293.084606,41.135436
Kepler-758,293.084606,41.135436
Kepler-696,293.49661,41.137592
Kepler-1318,290.376313,41.150741
Kepler-65,288.6887,41.151173
Kepler-65,288.6887,41.151173
Kepler-65,288.6887,41.151173
Kepler-1599,286.220889,41.151251
Kepler-1582,289.37665,41.158613
Kepler-971,284.094587,41.182821
Kepler-1242,284.60621,41.196384
Kepler-1532,296.902813,41.198191
Kepler-756,290.607939,41.201093
Kepler-1540,283.344497,41.201741
Kepler-390,291.628777,41.208603
Kepler-390,291.628777,41.208603
Kepler-1062,283.899402,41.221607
Kepler-487,295.287222,41.22197
Kepler-487,295.287222,41.22197
KIC 5951458,288.991582,41.223038
Kepler-1331,297.073789,41.22448
HD 89744,155.544006,41.22953
Kepler-200,284.40992,41.237465
Kepler-200,284.40992,41.237465
Kepler-496,291.640896,41.241049
Kepler-265,290.510478,41.24482
Kepler-265,290.510478,41.24482
Kepler-265,290.510478,41.24482
Kepler-265,290.510478,41.24482
Kepler-201,293.62604,41.272827
Kepler-201,293.62604,41.272827
Kepler-1468,293.519844,41.277405
Kepler-1468,293.519844,41.277405
Kepler-517,293.675335,41.295348
Kepler-99,297.354004,41.300049
Kepler-698,288.509997,41.301769
Kepler-363,283.192081,41.305393
Kepler-363,283.192081,41.305393
Kepler-363,283.192081,41.305393
Kepler-1129,291.604495,41.309361
Kepler-1129,291.604495,41.309361
Kepler-1081,289.44452,41.317757
Kepler-202,282.973419,41.322006
Kepler-202,282.973419,41.322006
Kepler-336,290.237643,41.33137
Kepler-336,290.237643,41.33137
Kepler-336,290.237643,41.33137
Kepler-354,285.751452,41.33564
Kepler-354,285.751452,41.33564
Kepler-354,285.751452,41.33564
Kepler-132,283.23581,41.343037
Kepler-132,283.23581,41.343037
Kepler-132,283.23581,41.343037
Kepler-132,283.23581,41.343037
Kepler-697,283.86439,41.346458
Kepler-74,293.092525,41.355523
Kepler-1580,285.968722,41.363559
Kepler-1095,293.262447,41.365114
Kepler-518,287.089972,41.373873
Kepler-759,290.131501,41.381498
Kepler-519,299.319538,41.384647
Kepler-757,296.680438,41.386515
Kepler-203,297.089977,41.388039
Kepler-203,297.089977,41.388039
Kepler-203,297.089977,41.388039
Kepler-927,289.38351,41.392695
Kepler-699,296.888201,41.396091
ups And,24.199345,41.40546
ups And,24.199345,41.40546
ups And,24.199345,41.40546
ups And,24.199345,41.40546
Kepler-1296,292.125189,41.407814
Kepler-1379,293.670471,41.410248
Kepler-637,292.417233,41.416882
Kepler-1093,284.978013,41.420166
Kepler-1093,284.978013,41.420166
Kepler-118,299.213164,41.424824
Kepler-118,299.213164,41.424824
Kepler-440,285.349952,41.452206
Kepler-1506,290.149884,41.464595
Kepler-1407,283.942432,41.4716
Kepler-1205,290.279709,41.515049
Kepler-948,293.300231,41.523338
Kepler-996,291.912789,41.533611
Kepler-943,284.273965,41.535023
Kepler-1546,297.583942,41.541227
Kepler-928,289.920717,41.542828
Kepler-1029,292.132976,41.54754
Kepler-1366,285.064914,41.554874
Kepler-1057,297.452152,41.558124
Kepler-92,289.086058,41.562941
Kepler-92,289.086058,41.562941
Kepler-92,289.086058,41.562941
Kepler-700,287.1543,41.565788
Kepler-1641,296.35944,41.574532
Kepler-1641,296.35944,41.574532
Kepler-1158,292.233946,41.575213
Kepler-1627,284.056684,41.576733
Kepler-1288,285.713488,41.605873
Kepler-557,293.708458,41.615135
Kepler-929,298.481124,41.615332
Kepler-638,284.919429,41.617195
Kepler-520,293.180322,41.617763
Kepler-520,293.180322,41.617763
Kepler-170,284.521193,41.629604
Kepler-170,284.521193,41.629604
Kepler-907,285.476589,41.63274
Kepler-701,288.994182,41.633278
Kepler-444,289.752289,41.634605
Kepler-444,289.752289,41.634605
Kepler-444,289.752289,41.634605
Kepler-444,289.752289,41.634605
Kepler-444,289.752289,41.634605
Kepler-776,287.27264,41.635559
Kepler-1147,292.547537,41.642956
Kepler-1368,294.766985,41.64468
Kepler-1499,283.986337,41.650406
Kepler-702,293.878112,41.66177
Kepler-494,297.214089,41.664039
Kepler-1418,282.997478,41.678551
Kepler-1338,284.042335,41.699139
Kepler-775,291.433297,41.703438
Kepler-1059,289.220209,41.706486
Kepler-1230,283.2645,41.711449
Kepler-639,292.186888,41.727039
Kepler-501,297.201554,41.730206
HD 136418,229.775757,41.733208
Kepler-1554,286.576164,41.741473
Kepler-703,299.186861,41.742682
Kepler-1478,293.165079,41.746235
Kepler-171,296.771914,41.755537
Kepler-171,296.771914,41.755537
Kepler-171,296.771914,41.755537
Kepler-353,296.856633,41.75818
Kepler-353,296.856633,41.75818
Kepler-912,298.111206,41.758333
Kepler-204,285.347187,41.761925
Kepler-204,285.347187,41.761925
Kepler-269,290.215171,41.775967
Kepler-269,290.215171,41.775967
Kepler-1370,284.565675,41.778484
Kepler-1370,284.565675,41.778484
Kepler-797,297.208965,41.781708
Kepler-1505,292.002052,41.786961
Kepler-242,286.565695,41.808403
Kepler-242,286.565695,41.808403
Kepler-705,289.508502,41.812107
Kepler-172,283.368413,41.821857
Kepler-172,283.368413,41.821857
Kepler-172,283.368413,41.821857
Kepler-172,283.368413,41.821857
Kepler-206,291.634678,41.833866
Kepler-206,291.634678,41.833866
Kepler-206,291.634678,41.833866
Kepler-704,283.316391,41.83712
Kepler-205,285.287111,41.861172
Kepler-205,285.287111,41.861172
Kepler-539,299.122454,41.86676
Kepler-539,299.122454,41.86676
Kepler-56,293.758347,41.871869
Kepler-56,293.758347,41.871869
Kepler-1227,287.066378,41.874908
Kepler-173,294.646695,41.884106
Kepler-173,294.646695,41.884106
Kepler-483,291.646758,41.884663
KOI-94,297.333057,41.891117
KOI-94,297.333057,41.891117
KOI-94,297.333057,41.891117
KOI-94,297.333057,41.891117
Kepler-965,298.515338,41.891205
Kepler-1359,289.538819,41.892825
Kepler-449,293.732821,41.900829
Kepler-449,293.732821,41.900829
Kepler-11,297.115123,41.909138
Kepler-11,297.115123,41.909138
Kepler-11,297.115123,41.909138
Kepler-11,297.115123,41.909138
Kepler-11,297.115123,41.909138
Kepler-11,297.115123,41.909138
Kepler-706,291.760406,41.944077
Kepler-438,281.645806,41.951092
Kepler-913,297.583122,41.952431
Kepler-600,283.833059,41.978649
Kepler-152,286.865479,41.989086
Kepler-152,286.865479,41.989086
Kepler-100,291.385979,41.990273
Kepler-100,291.385979,41.990273
Kepler-100,291.385979,41.990273
Kepler-952,285.371949,41.993912
Kepler-1501,289.918519,42.001431
Kepler-1463,294.487304,42.00692
Kepler-1457,283.770601,42.027245
Kepler-243,285.11047,42.033958
Kepler-243,285.11047,42.033958
Kepler-1444,285.330615,42.040436
Kepler-1365,292.19971,42.046089
Kepler-1365,292.19971,42.046089
HD 16175,39.257961,42.062634
Kepler-1335,284.838408,42.070431
Kepler-1559,292.28658,42.072456
Kepler-314,294.674114,42.075588
Kepler-314,294.674114,42.075588
Kepler-196,284.968519,42.079205
Kepler-196,284.968519,42.079205
Kepler-1325,285.017227,42.085384
Kepler-945,291.269748,42.096046
Kepler-1317,291.611881,42.115971
Kepler-707,290.00757,42.116459
Kepler-640,296.032191,42.13168
Kepler-602,296.031983,42.141949
Kepler-798,292.478209,42.142291
Kepler-1483,295.409776,42.150831
Kepler-1048,281.898352,42.165787
Kepler-207,290.030517,42.16605
Kepler-207,290.030517,42.16605
Kepler-207,290.030517,42.16605
Kepler-104,287.604612,42.166779
Kepler-104,287.604612,42.166779
Kepler-104,287.604612,42.166779
Kepler-601,282.004612,42.176533
Kepler-280,291.39051,42.180588
Kepler-280,291.39051,42.180588
Kepler-1383,297.944779,42.191882
Kepler-279,287.391224,42.194836
Kepler-279,287.391224,42.194836
Kepler-279,287.391224,42.194836
Kepler-359,293.293635,42.196354
Kepler-359,293.293635,42.196354
Kepler-359,293.293635,42.196354
Kepler-1351,293.60872,42.197678
Kepler-708,293.816466,42.212498
Kepler-1262,288.771814,42.213219
Kepler-1547,283.764074,42.222172
Kepler-1615,286.359226,42.227478
Kepler-1313,292.388546,42.233261
Kepler-988,290.708386,42.237251
Kepler-930,298.314444,42.247434
Kepler-977,291.51621,42.248196
HD 197037,309.887329,42.24855
Kepler-947,294.366727,42.252678
Kepler-60,288.961242,42.265011
Kepler-60,288.961242,42.265011
Kepler-60,288.961242,42.265011
Kepler-1077,291.033636,42.26786
Kepler-38,286.830353,42.279205
Kepler-1120,290.914483,42.286579
Kepler-603,294.280982,42.29097
Kepler-603,294.280982,42.29097
Kepler-603,294.280982,42.29097
Kepler-1174,281.831445,42.298916
Kepler-244,287.24268,42.301369
Kepler-244,287.24268,42.301369
Kepler-244,287.24268,42.301369
Kepler-1239,293.127381,42.320103
Kepler-20,287.698004,42.338726
Kepler-20,287.698004,42.338726
Kepler-20,287.698004,42.338726
Kepler-20,287.698004,42.338726
Kepler-20,287.698004,42.338726
Kepler-491,287.130575,42.350155
Kepler-583,282.11133,42.354504
Kepler-477,288.067594,42.355367
Kepler-1303,284.287156,42.355614
Kepler-374,294.13793,42.370502
Kepler-374,294.13793,42.370502
Kepler-374,294.13793,42.370502
Kepler-944,293.601262,42.379761
Kepler-709,292.105207,42.380318
Kepler-397,295.894109,42.380451
Kepler-397,295.894109,42.380451
Kepler-1462,296.397527,42.396918
Kepler-293,286.358057,42.406509
Kepler-293,286.358057,42.406509
Kepler-584,288.230593,42.413624
